Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;net5g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;memoryother;displayprotection;models;batstandby1;battalktime1;cam2features;bodyother;build;gprstext;edge;featuresother;displayother;optionalother;batmusicplayback1
https://www.gsmarena.com/blu_neo_3_5-6276.php;https://fdn2.gsmarena.com/vv/bigpic/blu-neo-35.jpg;BLU Neo 3.5;Released 2014, May;101g, 11mm thickness;Android 4.2;512MB 256MB RAM storage, microSDXC slot;2;N/A;147,105 hits;"3.5""";320x480 pixels;256 MB RAM;;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900 / 2100;;;HSPA 21.1/5.76 Mbps;2014, April. Released 2014, May;Discontinued;117 x 62 x 11 mm (4.61 x 2.44 x 0.43 in);101 g (3.56 oz);Dual SIM (Mini-SIM, dual stand-by);TFT;3.5 inches, 36.5 cm(~50.3% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 4.2 (Jelly Bean);;Dual-core 1.0 GHz Cortex-A7;Mali-400;microSDXC;512MB 256MB RAM;1.3 MP;;480p@30fps;No;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, gyro, proximity;Li-Ion 1300 mAh, removable;White;About 70 EUR;;;;Up to 700 h (2G) / Up to 500 h (3G);Up to 15 h (2G) / Up to 10 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_studio_5_0_s_ii-6244.php;https://fdn2.gsmarena.com/vv/bigpic/blu-studio-50s-ii.jpg;BLU Studio 5.0 S II;Released 2014, February;155g, 8.3mm thickness;Android 4.2;4GB 1GB RAM storage, microSDXC slot;7;N/A;302,090 hits;"5.0""";540x960 pixels;1 GB RAM;MT6582M;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900 - D572a;;;HSPA 21.1/5.76 Mbps;2014, January. Released 2014, February;Discontinued;145 x 70.9 x 8.3 mm (5.71 x 2.79 x 0.33 in);155 g (5.47 oz);Dual SIM (Mini-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~67.0% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~220 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6582M (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;4GB 1GB RAM;8 MP, AF;LED flash;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;3.0;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, gyro, proximity;Li-Ion 2000 mAh, removable;White;About 120 EUR;;;;Up to 900 h (2G) / Up to 750 h (3G);Up to 24 h (2G) / Up to 14 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_studio_5_0_e-6243.php;https://fdn2.gsmarena.com/vv/bigpic/blu-studio-50e.jpg;BLU Studio 5.0 E;Released 2014, January;174g, 10.1mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;1;N/A;146,743 hits;"5.0""";480x854 pixels;512 MB RAM;;2100 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;;2014, January. Released 2014, January;Discontinued;146 x 74 x 10.1 mm (5.75 x 2.91 x 0.40 in);174 g (6.14 oz);Dual SIM (Mini-SIM, dual stand-by);TFT;5.0 inches, 68.9 cm(~63.8% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 4.2 (Jelly Bean);;Dual-core 1.0 GHz Cortex-A7;Mali-400;microSDHC;4GB 512MB RAM;3.15 MP;LED flash;720p@30fps;No;;Wi-Fi 802.11 b/g/n, hotspot;3.0;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, gyro;Li-Ion 2100 mAh, removable;Black, White;About 70 EUR;;;;Up to 800 h;Up to 18 h;;;;Class 12;Class 12;;;;
https://www.gsmarena.com/blu_studio_5_5_s-6242.php;https://fdn2.gsmarena.com/vv/bigpic/blu-studio-55s.jpg;BLU Studio 5.5 S;Released 2014, February;166g, 8.9mm thickness;Android 4.2;4GB 1GB RAM storage, microSDXC slot;12;N/A;372,534 hits;"5.5""";540x960 pixels;1 GB RAM;MT6582M;2350 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900 / 1700 - D630U;;;HSPA 21.1/11.5 Mbps;2014, January. Released 2014, February;Discontinued;156 x 77.6 x 8.9 mm (6.14 x 3.06 x 0.35 in);166 g (5.86 oz);Dual SIM (Mini-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~68.9% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~200 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6582M (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;4GB 1GB RAM;8 MP, AF;LED flash, panorama, HDR;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;3.0;GPS;No;FM radio;microUSB 2.0;Accelerometer, gyro, proximity;Li-Ion 2350 mAh, removable;White;About 130 EUR;;;;Up to 960 h (2G) / Up to 820 h (3G);Up to 28 h (2G) / Up to 16 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_life_pure_mini-6041.php;https://fdn2.gsmarena.com/vv/bigpic/blu-life-pure-mini.jpg;BLU Life Pure Mini;Released 2014, February;149g, 8.9mm thickness;Android 4.2;16GB storage, no card slot;12;N/A;298,328 hits;"4.5""";720x1280 pixels;1 GB RAM;MT6589T;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 - L220a;;;HSPA 42.2/11.5 Mbps;2014, February. Released 2014, February;Discontinued;130 x 64.4 x 8.9 mm (5.12 x 2.54 x 0.35 in);149 g (5.26 oz);Micro-SIM;LED-backlit IPS LCD;4.5 inches, 55.8 cm(~66.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~326 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6589T (28 nm);Quad-core 1.5 GHz Cortex-A7;PowerVR SGX544MP2;No;16GB 1GB RAM;8 MP, AF;LED flash, panorama, HDR;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, gyro, proximity;Li-Ion 3000 mAh, non-removable;Black, White;About 190 EUR;;;;Up to 980 h (2G) / Up to 890 h (3G);Up to 35 h (2G) / Up to 24 h (3G);;;;;;Air gesturesMotion controls;;;
https://www.gsmarena.com/blu_vivo_4_8_hd-5986.php;https://fdn2.gsmarena.com/vv/bigpic/blu-vivo-48.jpg;BLU Vivo 4.8 HD;Released 2014, January;135g, 6.9mm thickness;Android 4.2;16GB storage, no card slot;8;N/A;272,092 hits;"4.8""";720x1280 pixels;1 GB RAM;MT6589T;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 - D940a;;;HSPA 42.2/11.5 Mbps;2014, January. Released 2014, January;Discontinued;137 x 70 x 6.9 mm (5.39 x 2.76 x 0.27 in);135 g (4.76 oz);Micro-SIM;Super AMOLED;4.8 inches, 63.5 cm(~66.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~306 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6589T (28 nm);Quad-core 1.5 GHz Cortex-A7;PowerVR SGX544MP2;No;16GB 1GB RAM;8 MP, AF;LED flash, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;3.0;GPS;No;FM radio;microUSB 2.0;Accelerometer, gyro, proximity;Li-Ion 2000 mAh, non-removable;White, Black, Pink, Yellow;About 160 EUR;;;;Up to 790 h (2G) / Up to 590 h (3G);Up to 22 h (2G) / Up to 12 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_life_view_tab-5957.php;https://fdn2.gsmarena.com/vv/bigpic/blu-life-view-tab.jpg;BLU Life View Tab;Released 2014, January;404g, 9mm thickness;Android 4.2;16GB storage, microSDXC;5;N/A;159,165 hits;"8.0""";768x1024 pixels;1 GB RAM;MT8389M;4500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100 - L800L;;;HSPA 42.2/11.5 Mbps;2014, January. Released 2014, January;Discontinued;205 x 138.2 x 9 mm (8.07 x 5.44 x 0.35 in);404 g (14.25 oz);Micro-SIM;IPS LCD;8.0 inches, 198.2 cm(~70.0% screen-to-body ratio);768 x 1024 pixels, 4:3 ratio (~160 ppi density);Android 4.2 (Jelly Bean);Mediatek MT8389M;Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSDXC (dedicated slot);8GB 1GB RAM;5 MP, AF;LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;No;microUSB 2.0;Accelerometer, gyro;Li-Ion 4500 mAh, non-removable;Blue, White;About 360 EUR;;;;;Up to 11 h (multimedia);;;;;;;;;Up to 96 h
https://www.gsmarena.com/blu_life_play_s-5956.php;https://fdn2.gsmarena.com/vv/bigpic/blu-life-play-s.jpg;BLU Life Play S;Released 2014, January;109g, 7.8mm thickness;Android 4.2;4GB 1GB RAM storage, microSDXC slot;7;N/A;239,698 hits;"4.7""";720x1280 pixels;1 GB RAM;MT6582;1800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900 / 2100 - L150L;;;HSPA 21.1/11.5 Mbps;2014, January. Released 2014, January;Discontinued;137.5 x 67.5 x 7.8 mm (5.41 x 2.66 x 0.31 in);109 g (3.84 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;4.7 inches, 60.9 cm(~65.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~312 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6582 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC (dedicated slot);4GB 1GB RAM;8 MP, AF;LED flash, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1800 mAh, non-removable;Blue, White;About 130 EUR;;;;Up to 780 h (2G) / Up to 700 h (3G);Up to 18 h (2G) / Up to 16 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_life_one_x-5955.php;https://fdn2.gsmarena.com/vv/bigpic/blu-life-one-x.jpg;BLU Life One X;Released 2014, January;133g, 8.6mm thickness;Android 4.2.1;16GB/32GB storage, no card slot;14;N/A;330,944 hits;"5.0""";1080x1920 pixels;2 GB RAM;MT6589T;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900 / 2100 - L132L;;;HSPA 42.2/11.5 Mbps;2014, January. Released 2014, January;Discontinued;143.5 x 71.6 x 8.6 mm (5.65 x 2.82 x 0.34 in);133 g (4.69 oz);Dual SIM (Micro-SIM);IPS LCD;5.0 inches, 68.9 cm(~67.1% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~441 ppi density);Android 4.2.1 (Jelly Bean);Mediatek MT6589T (28 nm);Quad-core 1.5 GHz Cortex-A7;PowerVR SGX544MP2;No;16GB 2GB RAM, 32GB 2GB RAM;13 MP, AF;LED flash, panorama, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 2000 mAh, non-removable;Black, White;About 210 EUR;;;;Up to 750 h (2G) / Up to 675 h (3G);Up to 18 h (2G) / Up to 12 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_life_one_m-5954.php;https://fdn2.gsmarena.com/vv/bigpic/blu-life-one-m.jpg;BLU Life One M;Released 2014, January;144g, 9mm thickness;Android 4.2;4GB 1GB RAM storage, microSDXC slot;3;N/A;176,134 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6589T;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900 / 2100 - L131L;;;HSPA 42.2/11.5 Mbps;2014, January. Released 2014, January;Discontinued;144 x 74 x 9 mm (5.67 x 2.91 x 0.35 in);144 g (5.08 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~64.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6589T (28 nm);Quad-core 1.5 GHz Cortex-A7;PowerVR SGX544MP2;microSDXC (dedicated slot);4GB 1GB RAM;12 MP, AF;LED flash, panorama, HDR;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 2000 mAh, removable;Blue, White;About 140 EUR;;;;Up to 750 h (2G) / Up to 675 h (3G);Up to 18 h (2G) / Up to 12 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_life_play_x-5935.php;https://fdn2.gsmarena.com/vv/bigpic/blu-life-play-x.jpg;BLU Life Play X;Released 2014, January;125g, 7.9mm thickness;Android 4.2;16GB storage, microSDHC;15;N/A;185,944 hits;"4.7""";720x1280 pixels;1 GB RAM;MT6589T;1800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900 - L102a;;;HSPA 42.2/5.76 Mbps;2013, December. Released 2014, January;Discontinued;137 x 68.4 x 7.9 mm (5.39 x 2.69 x 0.31 in);125 g (4.41 oz);Dual SIM (Mini-SIM and Micro-SIM, dual stand-by);LED-backlit IPS LCD;4.7 inches, 60.9 cm(~65.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~312 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6589T (28 nm);Quad-core 1.5 GHz Cortex-A7;PowerVR SGX544MP2;microSDHC (dedicated slot);16GB 1GB RAM;8 MP, AF;LED flash, HDR;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 1800 mAh, removable;Black;About 200 EUR;;;;Up to 780 h (2G) / Up to 700 h (3G);Up to 18 h (2G) / Up to 16 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_life_pure-5920.php;https://fdn2.gsmarena.com/vv/bigpic/blu-life-pure.jpg;BLU Life Pure;Released 2013, December;128g, 7.7mm thickness;Android 4.2;32GB storage, no card slot;32;N/A;522,874 hits;"5.0""";1080x1920 pixels;2 GB RAM;MT6589T;2020 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 - L240a;;;HSPA 42.2/11.5 Mbps;2013, December. Released 2013, December;Discontinued;142 x 69.4 x 7.7 mm (5.59 x 2.73 x 0.30 in);128 g (4.52 oz);Micro-SIM;IPS LCD;5.0 inches, 68.9 cm(~69.9% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~441 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6589T (28 nm);Quad-core 1.5 GHz Cortex-A7;PowerVR SGX544MP2;No;32GB 2GB RAM;13 MP, AF;LED flash, panorama, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2020 mAh, non-removable;Black, White;About 240 EUR;;;;Up to 750 h (2G) / Up to 675 h (3G);Up to 24 h (2G) / Up to 12 h (3G);;;;;;Air gesturesMotion controls;;;
https://www.gsmarena.com/blu_studio_5_0_ii-5909.php;https://fdn2.gsmarena.com/vv/bigpic/blu-studio-50-ii.jpg;BLU Studio 5.0 II;Released 2013, December;155g, 9.7mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;3;N/A;291,897 hits;"5.0""";480x854 pixels;512 MB RAM;MT6572;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900  / 1700 - D532u;;;HSPA 21.1/5.76 Mbps;2013, December. Released 2013, December;Discontinued;146 x 73 x 9.7 mm (5.75 x 2.87 x 0.38 in);155 g (5.47 oz);Dual SIM (Mini-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~64.6% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6572 (28 nm);Dual-core 1.3 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);4GB 512MB RAM;5 MP, AF;LED flash;720p@30fps;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 2000 mAh, removable;Black, White;About 90 EUR;;;;Up to 900 h (2G) / Up to 750 h (3G);Up to 24 h (2G) / Up to 10 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_advance_4_0-5908.php;https://fdn2.gsmarena.com/vv/bigpic/blu-advance-4.jpg;BLU Advance 4.0;Released 2013, December;124g, 12.4mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;10;N/A;555,571 hits;"4.0""";480x800 pixels;512 MB RAM;MT6572;1600 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900  / 1700 - A270a;;;HSPA 21.1/5.76 Mbps;2013, December. Released 2013, December;Discontinued;125 x 65 x 12.4 mm (4.92 x 2.56 x 0.49 in);124 g (4.37 oz);Dual SIM (Mini-SIM, dual stand-by);TFT;4.0 inches, 45.5 cm(~56.1% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6572 (28 nm);Dual-core 1.3 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);4GB 512MB RAM;5 MP;LED flash;720@30fps;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer;Li-Ion 1600 mAh, removable;Black, White;About 80 EUR;;;;Up to 600 h (2G) / Up to 400 h (3G);Up to 15 h (2G) / Up to 9 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_life_pro-5873.php;https://fdn2.gsmarena.com/vv/bigpic/blu-life-pro.jpg;BLU Life Pro;Released 2013, November;158g, 6.9mm thickness;Android 4.2;16GB storage, no card slot;11;N/A;203,326 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6589T;2500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 - L210a;;;HSPA 42.2/11.5 Mbps;2013, November. Released 2013, November;Discontinued;147 x 72.1 x 6.9 mm (5.79 x 2.84 x 0.27 in);158 g (5.57 oz);Mini-SIM;IPS LCD;5.0 inches, 68.9 cm(~65.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6589T (28 nm);Quad-core 1.5 GHz Cortex-A7;PowerVR SGX544MP2;No;16GB 1GB RAM;12 MP, AF;LED flash, panorama, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 2500 mAh, removable;Black;About 210 EUR;;;;Up to 900 h (2G) / Up to 600 h (3G);Up to 17 h (2G) / Up to 15 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_studio_5_5-5761.php;https://fdn2.gsmarena.com/vv/bigpic/blu-studio-55.jpg;BLU Studio 5.5;Released 2013, October;184g, 9.5mm thickness;Android 4.2;4GB 1GB RAM storage, microSDHC slot;16;N/A;703,358 hits;"5.5""";480x854 pixels;1 GB RAM;MT6589;2250 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900 - D610a;;;HSPA 21.1/11.5 Mbps;2013, September. Released 2013, October;Discontinued;157 x 79.5 x 9.5 mm (6.18 x 3.13 x 0.37 in);184 g (6.49 oz);Dual SIM (Mini-SIM, dual stand-by);TFT;5.5 inches, 83.4 cm(~66.8% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~178 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6589 (28 nm);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSDHC (dedicated slot);4GB 1GB RAM;5 MP, AF;LED flash, panorama, HDR;720p@30fps;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2250 mAh, removable;Blue, Pink, Grey, White, Yellow;About 120 EUR;;;;Up to 960 h (2G) / Up to 820 h (3G);Up to 26 h (2G) / Up to 14 h (3G);;;;;;;;;
https://www.gsmarena.com/blu_samba_w-5748.php;https://fdn2.gsmarena.com/vv/bigpic/blu-samba-w.jpg;BLU Samba W;Released 2013, August;80g, 14mm thickness;Feature phone;128MB ROM storage, microSDHC slot;2;N/A;98,123 hits;"2.0""";176x220 pixels;64 MB RAM;;820 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;;2013, August. Released 2013, August;Discontinued;107.8 x 59.8 x 14 mm (4.24 x 2.35 x 0.55 in);80 g (2.82 oz);Dual SIM (Mini-SIM);TFT, 65K colors;2.0 inches, 12.6 cm(~19.5% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;microSDHC (dedicated slot);128MB ROM, 64MB RAM;1.3 MP;;Yes;No;;Wi-Fi 802.11 b/g/n;3.0;No;No;FM radio;microUSB;;Li-Ion 820 mAh, removable;Blue, Silver, Pink Grey;About 20 EUR;;;;Up to 600 h;Up to 11 h;;;;Class 12;Class 12;SNS appsAnalog TVMP3/AAC+/WMA/WAV playerMP4/H.264 playerPredictive text input;;;
https://www.gsmarena.com/blu_samba_tv-5747.php;https://fdn2.gsmarena.com/vv/bigpic/blu-samba-tv.jpg;BLU Samba TV;Released 2013, May;80g, 14mm thickness;Feature phone;32MB ROM storage, microSDHC slot;3;N/A;127,523 hits;"2.0""";176x220 pixels;32 MB RAM;;820 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;;2013, May. Released 2013, May;Discontinued;107.8 x 59.8 x 14 mm (4.24 x 2.35 x 0.55 in);80 g (2.82 oz);Dual SIM (Mini-SIM);TFT, 65K colors;2.0 inches, 12.6 cm(~19.5% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;microSDHC (dedicated slot);32MB ROM, 32MB RAM;VGA;;Yes;No;;No;3.0;No;No;FM radio;microUSB;;Li-Ion 820 mAh, removable;Red, Blue, White/Pink, White/Blue;About 20 EUR;;;;Up to 700 h;Up to 15 h;;;;Class 12;No;SNS appsAnalog TVMP3/AAC+/WMA/WAV playerMP4/H.264 playerPredictive text input;;;
https://www.gsmarena.com/blu_jenny_tv_2_8-5746.php;https://fdn2.gsmarena.com/vv/bigpic/blu-jenny-tv-28.jpg;BLU Jenny TV 2.8;Released 2013, September;90g, 12.5mm thickness;Feature phone;32MB ROM storage, microSDHC slot;4;N/A;151,681 hits;"2.8""";240x320 pixels;24 MB RAM;;820 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;;2013, August. Released 2013, September;Discontinued;128 x 55.7 x 12.5 mm (5.04 x 2.19 x 0.49 in);90 g (3.17 oz);Dual SIM (Mini-SIM);TFT, 65K colors;2.8 inches, 24.3 cm(~34.1% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);;;;;microSDHC (dedicated slot);32MB ROM, 24MB RAM;1.3 MP;;Yes;No;;No;3.0;No;No;FM radio;microUSB;;Li-Ion 820 mAh, removable;Blue, Red, Yellow, White/Pink, Whtie/Blue, White/Green;About 20 EUR;;;;Up to 600 h;Up to 12 h;;Flashlight;;Class 12;No;SNS appsAnalog TVMP3/AAC+/WMA/WAV playerMP4/H.264/WMV playerPredictive text input;;;
https://www.gsmarena.com/blu_zoey-5745.php;https://fdn2.gsmarena.com/vv/bigpic/blu-zoey.jpg;BLU Zoey;Released 2013, August;65g, 13mm thickness;Feature phone;32MB ROM storage, microSDHC slot;3;N/A;220,628 hits;"1.8""";128x160 pixels;24 MB RAM;;820 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;;2013, August. Released 2013, August;Discontinued;110 x 45.7 x 13 mm (4.33 x 1.80 x 0.51 in);65 g (2.29 oz);Dual SIM (Mini-SIM);TFT, 65K colors;1.8 inches, 10.2 cm(~20.3% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;microSDHC (dedicated slot);32MB ROM, 24MB RAM;VGA;;Yes;No;;No;3.0;No;No;"FM radio; built-in antenna";microUSB;;Li-Ion 820 mAh, removable;Red, Blue, Yellow, White/Pink, White/Blue, White/Green;About 20 EUR;;;;Up to 750 h;Up to 14 h;;Flashlight;;Class 12;No;SNS appsAnalog TVMP3/AAC+/WMA/WAV playerMP4/H.264 playerPredictive text input;;;
https://www.gsmarena.com/blu_dash_5_0-5661.php;https://fdn2.gsmarena.com/vv/bigpic/blu-d50.jpg;BLU Dash 5.0;Released 2013, September;128g, 9.4mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;6;N/A;503,685 hits;"5.0""";480x854 pixels;512 MB RAM;MT6572;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900 - D410a;;;HSPA 21.1/5.76 Mbps;2013, August. Released 2013, September;Discontinued;146 x 70.6 x 9.4 mm (5.75 x 2.78 x 0.37 in);128 g (4.52 oz);Dual SIM (Mini-SIM, dual stand-by);TFT;5.0 inches, 68.9 cm(~66.8% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6572 (28 nm);Dual-core 1.3 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);4GB 512MB RAM;5 MP;LED flash;720p@30fps;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 2000 mAh, removable;Black, White, Blue, Silver, Pink, Yellow;About 100 EUR;;;;Up to 900 h (2G) / Up to 500 h (3G);Up to 24 h (2G) / Up to 12 h (3G);;;;;;;;;
