Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;bodyother;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;displayother;net5g;models;sar-eu;tbench;batlife;sar-us;gprstext;edge;featuresother;cam2features;batstandby1;battalktime1;optionalother;batmusicplayback1
https://www.gsmarena.com/nokia_g11_plus-11644.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-g11-plus.jpg;Nokia G11 Plus;Released 2022, July 20;192g, 8.6mm thickness;Android 12, planned upgrade to Android 13;32GB/64GB storage, microSDXC;10;1.0%;189,071 hits;"6.52""";720x1600 pixels;3/4 GB RAM;Unisoc T606;5000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 850 / 900 / 2100 - International;1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - International;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2022, June 29;Available. Released 2022, July 20;164.8 x 75.9 x 8.6 mm (6.49 x 2.99 x 0.34 in);192 g (6.77 oz);Glass front, plastic frame, plastic back;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);Splash protection;IPS LCD, 90Hz, 400 nits (typ);6.52 inches, 102.6 cm(~82.1% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);;Android 12, planned upgrade to Android 13;Unisoc T606 (12 nm);Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55);Mali-G57 MP1;microSDXC (dedicated slot);32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM;eMMC 5.1;"50 MP, f/1.8, (wide), 1/2.67"", PDAF2 MP, (depth)";LED flash;1080p@30fps;"8 MP, f/2.0, (wide), 1/4.0""";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Ion 5000 mAh, non-removable;Lake Blue, Charcoal Grey;;;;;;;;;;;;;;;;
https://www.gsmarena.com/nokia_c200-11629.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-c200.jpg;Nokia C200;Released 2022, Q2;172.5g, 8.8mm thickness;Android 12;32GB storage, microSDXC;14;0.7%;147,417 hits;"6.09""";720x1560 pixels;3 GB RAM;Helio A22;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1700(AWS) / 1900;2, 4, 5, 12, 13, 41, 66, 71;HSPA, LTE (2CA);2022, January 05;Available. Released 2022, Q2;156.5 x 73.1 x 8.8 mm (6.16 x 2.88 x 0.35 in);172.5 g (6.10 oz);;Nano-SIM;Splash protection;IPS LCD;6.09 inches, 91.0 cm(~79.6% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~282 ppi density);;Android 12;Mediatek MT6761 Helio A22 (12 nm);Quad-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC (dedicated slot);32GB 3GB RAM;eMMC 5.1;13 MP, AF;LED flash;1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 b/g/n/ac;5.0, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0, OTG;Accelerometer, proximity, barometer;Li-Ion 4000 mAh, non-removable;Meteor Black;;;;TA-1437, TA-1510;;;;1.11 W/kg (head)     1.33 W/kg (body);;;;;;;;
https://www.gsmarena.com/nokia_c100-11628.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-c100.jpg;Nokia C100;Released 2022, Q2;9.7mm thickness;Android 12;32GB storage, microSDXC;18;0.8%;111,135 hits;"5.45""";720x1440 pixels;3 GB RAM;Helio A22;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1700(AWS) / 1900;2, 4, 5, 12, 13, 41, 66, 71;HSPA, LTE;2022, January 05;Available. Released 2022, Q2;149.6 x 71.9 x 9.7 mm (5.89 x 2.83 x 0.38 in);-;;Nano-SIM;Splash protection;IPS LCD;5.45 inches, 76.7 cm(~71.3% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~295 ppi density);;Android 12;Mediatek MT6761 Helio A22 (12 nm);Quad-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC (dedicated slot);32GB 3GB RAM;eMMC 5.1;8 MP, AF;LED flash;1080p@30fps;5 MP;720p;Wi-Fi 802.11 b/g/n/ac;5.0, A2DP, LE;GPS;No;No;USB Type-C 2.0;Accelerometer, proximity, barometer;Li-Ion 3000 mAh, removable;Blue;;;;TA-1484, TA-1520, N152DL;;;;1.03 W/kg (head)     1.35 W/kg (body);;;;;;;;
https://www.gsmarena.com/nokia_c21_plus-11381.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-c21-plus-gray.jpg;Nokia C21 Plus;Released 2022, April 29;178g or 191g, 8.6mm thickness;Android 11;32GB/64GB storage, microSDXC;14;1.4%;420,211 hits;"6.52""";720x1600 pixels;2-4 GB RAM;Unisoc SC9863A;5050 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 850 / 900 / 2100;LTE;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2022, February 28;Available. Released 2022, April 29;164.8 x 75.9 x 8.6 mm (6.49 x 2.99 x 0.34 in);178 g or 191 g (6.28 oz);Glass front, aluminum frame, plastic back;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);Splash protection;IPS LCD;6.52 inches, 102.6 cm(~82.1% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);Scratch-resistant glass;Android 11 (Go edition);Unisoc SC9863A (28nm);Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55);IMG8322;microSDXC (dedicated slot);32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM;eMMC 5.1;13 MP, (wide), AF2 MP, (depth);LED flash, HDR, panorama;1080p@30fps;5 MP;720p;Wi-Fi 802.11 b/g/n;4.2, A2DP;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Ion 4000/5050 mAh, non-removable;Dark Cyan, Warm Gray;;;;TA-1433, TA-1431, TA-1426, TA-1424;0.40 W/kg (head)     0.99 W/kg (body);;;0.57 W/kg (head)     0.65 W/kg (body);;;;LED flash;;;;
https://www.gsmarena.com/nokia_c21-11380.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-c21-gray.jpg;Nokia C21;Released 2022, May 03;195g, 8.8mm thickness;Android 11;32GB/64GB storage, microSDXC;9;1.0%;197,981 hits;"6.52""";720x1600 pixels;2/3 GB RAM;Unisoc SC9863A;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 850 / 900 / 2100 - International;LTE;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2022, February 28;Available. Released 2022, May 03;169.9 x 77.9 x 8.8 mm (6.69 x 3.07 x 0.35 in);195 g (6.88 oz);Glass front, aluminum frame, plastic back;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.52 inches, 102.6 cm(~77.5% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);;Android 11 (Go edition);Unisoc SC9863A (28nm);Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55);IMG8322;microSDXC (dedicated slot);32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM;eMMC 5.1;8 MP;LED flash, HDR;720p@30fps;5 MP;720p;Wi-Fi 802.11 b/g/n;4.2, A2DP;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Ion 3000 mAh, removable;Dark Blue, Warm Gray;;;;TA-1356, TA-1352;0.43 W/kg (head)     1.55 W/kg (body);;;;;;;LED flash;;;;
https://www.gsmarena.com/nokia_105+_(2022)-11740.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-105-plus-2022.jpg;Nokia 105+ (2022);Released 2022, April 26;72g, 14.3mm thickness;Feature phone;4MB storage, microSDHC slot;6;0.5%;62,211 hits;"1.77""";120x160 pixels;4 MB RAM;MT6261D;800 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only);;;;2022, April 26;Available. Released 2022, April 26;115.2 x 49.9 x 14.3 mm (4.54 x 1.96 x 0.56 in);72 g (2.54 oz);;Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by);Flashlight;TFT LCD, 65K colors;1.77 inches, 9.7 cm(~16.9% screen-to-body ratio);120 x 160 pixels, 4:3 ratio (~113 ppi density);;;Mediatek MT6261D;;;microSDHC;4MB, 4MB RAM;;No;;;;;No;No;No;No;Wireless FM radio;microUSB 1.1;;Li-Ion 800 mAh, removable;Red, Charcoal;;;;TA-1447, TA-1456;;;;;No;No;MP3 player;;;;;
https://www.gsmarena.com/nokia_105_(2022)-11739.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-105-2022.jpg;Nokia 105 (2022);Released 2022, April 26;70g, 14.3mm thickness;Feature phone;4MB storage, no card slot;7;0.4%;43,622 hits;"1.77""";120x160 pixels;4 MB RAM;MT6261D;800 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only);;;;2022, April 26;Available. Released 2022, April 26;115.2 x 49.9 x 14.3 mm (4.54 x 1.96 x 0.56 in);70 g (2.47 oz);;Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by);Flashlight;TFT LCD, 65K colors;1.77 inches, 9.7 cm(~16.9% screen-to-body ratio);120 x 160 pixels, 4:3 ratio (~113 ppi density);;;Mediatek MT6261D;;;No;4MB, 4MB RAM;;No;;;;;No;No;No;No;Wireless FM radio;microUSB 1.1;;Li-Ion 800 mAh, removable;Blue, Charcoal;;;;TA-1464, TA-1435, TA-1203, TA-1174, TA-1037, TA-1010;1.50 W/kg (head)     1.38 W/kg (body);;;1.20 W/kg (head)     0.79 W/kg (body);No;No;;;;;;
https://www.gsmarena.com/nokia_c2_2nd_edition-11382.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-c2-2nd-edition-blue.jpg;Nokia C2 2nd Edition;Released 2022, April 19;180g, 10mm thickness;Android 11;32GB storage, microSDXC;10;1.0%;179,325 hits;"5.7""";480x960 pixels;16/2 GB RAM;;2400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 850 / 900 / 2100;LTE;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2022, February 28;Available. Released 2022, April 19;154 x 75.9 x 10 mm (6.06 x 2.99 x 0.39 in);180 g (6.35 oz);Glass front, plastic back, plastic frame;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.7 inches, 83.8 cm(~71.7% screen-to-body ratio);480 x 960 pixels, 18:9 ratio (~188 ppi density);;Android 11 (Go edition);;Quad-core 1.5 GHz;;microSDXC (dedicated slot);32GB 1GB RAM, 32GB 2GB RAM;eMMC 5.1;5 MP;LED flash, panorama;720p@30fps;2 MP;720p;Wi-Fi 802.11 b/g/n;5.0, A2DP, LE;GPS;No;Wireless FM radio;microUSB 2.0;Accelerometer;Li-Ion 2400 mAh, removable;Dark Blue, Warm Gray;About 240 EUR;;;TA-1468, TA-1454;0.42 W/kg (head)     1.14 W/kg (body);;;0.52 W/kg (head)     0.68 W/kg (body);;;;LED flash;;;;
https://www.gsmarena.com/nokia_g11-11358.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-g11.jpg;Nokia G11;Released 2022, March 24;189g, 8.5mm thickness;Android 11;32GB/64GB storage, microSDXC;23;1.1%;402,716 hits;"6.5""";720x1600 pixels;3/4 GB RAM;Unisoc T606;5050 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2022, February 15;Available. Released 2022, March 24;164.6 x 75.9 x 8.5 mm (6.48 x 2.99 x 0.33 in);189 g (6.67 oz);Glass front, plastic frame, plastic back;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);;IPS LCD, 90Hz;6.5 inches, 102.0 cm(~81.6% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~270 ppi density);;Android 11;Unisoc T606 (12 nm);Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55);Mali-G57 MP1;microSDXC (dedicated slot);32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM;eMMC 5.1;13 MP, PDAF2 MP, (macro)2 MP, (depth);LED flash;1080p@30fps;8 MP, (wide);1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO;Yes (market/region dependent);FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, proximity;Li-Po 5050 mAh, non-removable;Charcoal, Ice;;;;TA-1401;0.47 W/kg (head)     1.10 W/kg (body);;;;;;;;;;;
https://www.gsmarena.com/nokia_g21-11356.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-g21-dusk.jpg;Nokia G21;Released 2022, February 15;190g, 8.5mm thickness;Android 11, up to Android 12;64GB/128GB storage, microSDXC;66;3.8%;944,628 hits;"6.5""";720x1600 pixels;3-6 GB RAM;Unisoc T606;5050 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 850 / 900 / 2100 - International;1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - International;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2022, February 14;Available. Released 2022, February 15;164.6 x 75.9 x 8.5 mm (6.48 x 2.99 x 0.33 in);190 g (6.70 oz);Glass front, plastic frame, plastic back;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);;IPS LCD, 90Hz, 400 nits (typ);6.5 inches, 102.0 cm(~81.6% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~270 ppi density);;Android 11, upgradable to Android 12;Unisoc T606 (12 nm);Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55);Mali-G57 MP1;microSDXC (dedicated slot);64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;eMMC 5.1;"50 MP, f/1.8, 28mm (wide), 1/2.76"", 0.64µm, PDAF2 MP, (macro)2 MP, (depth)";LED flash, HDR, panorama;1080p@30fps;8 MP, f/2.0, (wide);1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO;Yes (market/region dependent);FM radio, RDS;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, proximity;Li-Po 5050 mAh, non-removable;Nordic Blue, Dusk;;;;TA-1418, TA-1477, TA-1415, TA-1405, TA-1404, TA-1412;0.34 W/kg (head)     1.05 W/kg (body);AnTuTu: 171299 (v9)GeekBench: 1193 (v5.1)GFXBench: 8.9fps (ES 3.1 onscreen);;1.00 W/kg (head)     1.10 W/kg (body);;;;;;;;
https://www.gsmarena.com/nokia_x100-11207.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-x100.jpg;Nokia X100;Released 2021, November 19;217g, 9.1mm thickness;Android 11;128GB storage, microSDXC;61;0.7%;677,940 hits;"6.67""";1080x2400 pixels;6 GB RAM;Snapdragon 480 5G;4470 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 20, 25, 26, 38, 39, 40, 41, 71;HSPA, LTE-A, 5G;2021, November 09;Available. Released 2021, November 19;171.4 x 79.7 x 9.1 mm (6.75 x 3.14 x 0.36 in);217 g (7.65 oz);;Nano-SIM;;IPS LCD;6.67 inches, 107.4 cm(~78.6% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~395 ppi density);Corning Gorilla Glass 3;Android 11;Qualcomm SM4350 Snapdragon 480 5G (8 nm);Octa-core (2x2.0 GHz Kryo 460 & 6x1.8 GHz Kryo 460);Adreno 619;microSDXC;128GB 6GB RAM;;48 MP, (wide), PDAF5 MP, (ultrawide)2 MP, (macro)2 MP, (depth);Zeiss optics, LED flash, HDR, panorama;Yes;16 MP, (wide);1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE, aptX Adaptive;GPS, GLONASS, GALILEO;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer;Li-Po 4470 mAh, non-removable;Midnight Blue;About 220 EUR;;25, 41, 66, 71 SA/NSA;;;;;;;;;;;;;
https://www.gsmarena.com/nokia_g300-11135.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-g300-5g.jpg;Nokia G300;Released 2021, October 19;210.1g, 9.3mm thickness;Android 11;64GB storage, microSDXC;32;0.4%;424,692 hits;"6.52""";720x1600 pixels;4 GB RAM;Snapdragon 480 5G;4470 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;2, 4, 5, 12, 13, 41, 66, 71;HSPA, LTE, 5G;2021, October 12;Available. Released 2021, October 19;169.4 x 78.4 x 9.3 mm (6.67 x 3.09 x 0.37 in);210.1 g (7.41 oz);;Nano-SIM;;IPS LCD;6.52 inches, 102.6 cm(~77.3% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);;Android 11;Qualcomm SM4350 Snapdragon 480 5G (8 nm);Octa-core (2x2.0 GHz Kryo 460 & 6x1.8 GHz Kryo 460);Adreno 619;microSDXC (dedicated slot);64GB 4GB RAM;;16 MP, f/1.8, 27mm (wide), PDAF5 MP, f/2.2, 115˚ (ultrawide)2 MP, f/2.4, (depth);LED flash, HDR, panorama;1080p@30/60fps;8 MP, (wide);1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band;5.0, A2DP, LE;GPS (L1+L5);Yes;No;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, proximity;Li-Po 4470 mAh, non-removable;Meteor Grey;;;2, 5, 25, 41, 66, 71, 77 SA/NSA;TA-1374, N1374DL;;;;1.44 W/kg (head)     1.09 W/kg (body);;;;;;;;
https://www.gsmarena.com/nokia_t20-11142.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-t20-.jpg;Nokia T20;Released 2021, November 02;465g (Wi-Fi), 470g (LTE), 7.8mm thickness;Android 11;32GB/64GB storage, microSDXC;82;1.0%;609,971 hits;"10.4""";1200x2000 pixels;3/4 GB RAM;Unisoc T610;8200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - US, LATAM;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 28, 40, 66 - US, LATAM;HSPA, LTE Cat4 150/50 Mbps;2021, October 06;Available. Released 2021, November 02;247.6 x 157.5 x 7.8 mm (9.75 x 6.20 x 0.31 in);465 g (Wi-Fi), 470 g (LTE) (1.03 lb);Glass front, aluminum back;Nano-SIM;Splash resistant;IPS LCD, 400 nits (typ);10.4 inches, 307.9 cm(~78.9% screen-to-body ratio);1200 x 2000 pixels, 5:3 ratio (~224 ppi density);Scratch-resistant glass;Android 11;Unisoc T610 (12 nm);Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mali-G52 MP2;microSDXC (dedicated slot);32GB 3GB RAM, 64GB 4GB RAM;eMMC 5.1;8 MP, AF;LED flash;1080p@30fps;5 MP;Yes;Wi-Fi 802.11 a/b/g/n/ac, dual-band;5.0, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0;Accelerometer;Li-Po 8200 mAh, non-removable;Deep Ocean;About 200 EUR;;;TA-1397, TA-1394, TA-1392;1.35 W/kg (body);;;1.34 W/kg (body);;;;;;;;
https://www.gsmarena.com/nokia_g50-11077.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-g50.jpg;Nokia G50;Released 2021, October 13;220g, 8.9mm thickness;Android 11, up to 12;64GB/128GB storage, microSDXC;64;1.3%;742,816 hits;"6.82""";720x1560 pixels;4/6 GB RAM;Snapdragon 480 5G;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 850 / 900 / 1900 / 2100 - EU, ROW, China;1, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41 - EU, ROW, China;HSPA, LTE, 5G;2021, September 22;Available. Released 2021, October 13;173.8 x 77.7 x 8.9 mm (6.84 x 3.06 x 0.35 in);220 g (7.76 oz);;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);;IPS LCD, 450 nits (typ);6.82 inches, 114.2 cm(~84.5% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~252 ppi density);;Android 11, upgradable to Android 12, planned upgrade to Android 13;Qualcomm SM4350 Snapdragon 480 5G (8 nm);Octa-core (2x2.0 GHz Kryo 460 & 6x1.8 GHz Kryo 460);Adreno 619;microSDXC;64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;;48 MP, f/1.8, (wide), PDAF5 MP, (ultrawide)2 MP, (depth);LED flash, HDR, panorama;1080p@30fps;8 MP, (wide);1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;5.0, A2DP, LE;GPS, GALILEO, BDS;Yes (market/region dependent);FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;Midnight Sun, Ocean Blue;;;1, 3, 5, 7, 28, 38, 40, 41, 78 SA/NSA/Sub6 - EU, ROW, China;TA-1358, TA-1390, TA-1370, TA-1367, TA-1361;1.15 W/kg (head)     1.13 W/kg (body);;;0.79 W/kg (head)     0.96 W/kg (body);;;;;;;;
https://www.gsmarena.com/nokia_xr20-11013.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-xr20-ultra-blue.jpg;Nokia XR20;Released 2021, August 04;248g, 10.6mm thickness;Android 11, up to Android 13;64GB/128GB storage, microSDXC;153;1.5%;1,098,905 hits;"6.67""";1080x2400 pixels;4/6 GB RAM;Snapdragon 480 5G;4630 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 20, 25, 26, 28, 30, 38, 40, 41, 48, 66, 71;HSPA, LTE-A, 5G;2021, July 27;Available. Released 2021, August 04;171.6 x 81.5 x 10.6 mm (6.76 x 3.21 x 0.42 in);248 g (8.75 oz);;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 1.5m for 60 min)Drop-to-concrete resistance from up to 1.8mMIL-STD-810H compliant;IPS LCD, 550 nits;6.67 inches, 107.4 cm(~76.8% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~395 ppi density);Corning Gorilla Glass Victus;Android 11, upgradable to Android 13;Qualcomm SM4350 Snapdragon 480 5G (8 nm);Octa-core (2x2.0 GHz Kryo 460 & 6x1.8 GHz Kryo 460);Adreno 619;microSDXC (uses shared SIM slot);64GB 4GB RAM, 128GB 6GB RAM;;"48 MP, f/1.8, (wide), 1/2.25"", 0.8µm, PDAF13 MP, f/2.4, 123˚ (ultrawide), 1/3.0"", 1.12µm";Zeiss optics, Dual-LED dual-tone flash, second LED flash, HDR, panorama;1080p@30fps;"8 MP, f/2.0 (wide), 1/4.0"", 1.12µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;5.1, A2DP, LE, aptX Adaptive;GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS, NavIC;Yes;Unspecified;USB Type-C 3.0;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer;Li-Po 4630 mAh, non-removable;Ultra Blue, Granite Gray;;;2, 5, 25, 38, 41, 48, 66, 77, 78 SA/NSA;TA-1368, TA-1362;1.13 W/kg (head)     1.43 W/kg (body);;;;;;;;;;;
https://www.gsmarena.com/nokia_c30-10967.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-c30.jpg;Nokia C30;Released 2021, October 12;237g, 9.9mm thickness;Android 11;32GB/64GB storage, microSDXC;24;0.7%;405,706 hits;"6.82""";720x1600 pixels;2/3 GB RAM;Unisoc SC9863A;6000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100 - International;1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - International;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2021, July 27;Available. Released 2021, October 12;177.7 x 79.1 x 9.9 mm (7.00 x 3.11 x 0.39 in);237 g (8.36 oz);;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.82 inches, 112.3 cm(~79.9% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~257 ppi density);;Android 11 (Go edition);Unisoc SC9863A (28nm);Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55);IMG8322;microSDXC (dedicated slot);32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM;eMMC 5.1;13 MP, (wide)2 MP, (depth);LED flash;1080p@30fps;5 MP;Unspecified;Wi-Fi 802.11 b/g/n;4.2, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 6000 mAh, non-removable;Green, White, Dark Grey;About 100 EUR;;;TA-1357, TA-1377, TA-1369, TA-1360, TA-1359;0.41 W/kg (head)     1.29 W/kg (body);;;0.33 W/kg (head)     1.19 W/kg (body);;;;;;;;
https://www.gsmarena.com/nokia_6310_(2021)-11025.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-6310-2021.jpg;Nokia 6310 (2021);Released 2021, August 27;98g, 14.1mm thickness;Feature phone;16MB 8MB RAM storage, microSDHC slot;54;1.2%;679,900 hits;"2.8""";240x320 pixels;8 MB RAM;Unisoc 6531F;1150 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2021, July 27;Available. Released 2021, August 27;135.5 x 56 x 14.1 mm, 44.8 cc (5.33 x 2.20 x 0.56 in);98 g (3.46 oz);;Dual SIM (Mini-SIM, Nano-SIM, dual stand-by);;TFT LCD;2.8 inches, 24.3 cm(~32.0% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);;;Unisoc 6531F;;;microSDHC;16MB 8MB RAM;;VGA;LED flash;Unspecified;No;;No;5.0, A2DP, LE;No;No;Wireless FM radio;microUSB;;Li-Ion 1150 mAh, removable;Yellow, Black, Dark Green;;;;TA-1400;0.97 W/kg (head)     1.26 W/kg (body);;;;Yes;Yes;;;;;;
