Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;bodyother;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;displayother;net5g;models;sar-eu;tbench;batlife;sar-us;gprstext;edge;featuresother;cam2features;batstandby1;battalktime1;optionalother;batmusicplayback1
https://www.gsmarena.com/nokia_6108-443.php;https://fdn2.gsmarena.com/vv/bigpic/no6108.gif;Nokia 6108;Released 2003, Q3;98g, 22.8mm thickness;Feature phone;No card slot;30;N/A;422,562 hits;;128x128 pixels, 8 lines; ;;850 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2003, Q3;Discontinued;106 x 46.4 x 22.8 mm, 82 cc (4.17 x 1.83 x 0.90 in);98 g (3.46 oz);;Mini-SIM;Stylus;CSTN, 4096 colors;;128 x 128 pixels, 8 lines, 1:1 ratio;;;;;;No;;In shared memory:- Phonebook- Calendar;No;;;;;No;No;No;;Stereo FM radio, RDS;;;Removable Li-Ion 850 mAh battery (BL-5C);3 -  Silver Blue, Silver Yellow and Silver Rose;;Touchpad under the keyboardAdjustable display brightnessFour-way scrollDynamic font size;;;0.60 W/kg (head);;;0.55 W/kg (head)     0.80 W/kg (body);Yes;No;Handwriting recognitionEnglishChinese dictionary (100,000 words)Predictive text inputOrganizerXpress-on coversProfiles;;Up to 170 h - 410 h;Up to 3 h - 7 h;;
https://www.gsmarena.com/nokia_6220-409.php;https://fdn2.gsmarena.com/vv/bigpic/no6220.gif;Nokia 6220;Released 2003, Q3;92g, 19mm thickness;Feature phone;No card slot;45;0.1%;798,425 hits;"1.5""";128x128 pixels, 8 lines; ;;780 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2003, Q3;Discontinued;107 x 45 x 19 mm, 76 cc (4.21 x 1.77 x 0.75 in);92 g (3.25 oz);;Mini-SIM;;CSTN, 4096 colors;1.5 inches, 7.3 cm(~15.1% screen-to-body ratio);128 x 128 pixels, 8 lines, 1:1 ratio (~121 ppi density);;;;;;No;;In shared memory- MMS, max 100 kB each- Notes, max 3000 chars each- Images- Java apps, max 64 kB each;CIF;;No;No;;No;No;No;;FM radio;Pop-Port;;Removable Li-Ion 780 mAh battery (BLD-3);2 - Blue and Plum;;WallpapersFour-way navigation;;;0.66 W/kg (head);;;0.73 W/kg (head)     0.59 W/kg (body);Yes;Yes, 118.4 kbps;Predictive text inputSyncMLOrganizerPresence-enhanced contactsProfiles;;Up to 150 - 300 h;Up to 2 - 5 h;Personal alert tones;
https://www.gsmarena.com/nokia_3300-408.php;https://fdn2.gsmarena.com/vv/bigpic/no3300.gif;Nokia 3300;Released 2003, June;125g, 20mm thickness;Feature phone;4.5MB storage, MMC slot;56;0.1%;751,491 hits;"1.7""";128x128 pixels, 5 lines; ;;780 mAh Li-Ion;GSM 900 / 1800;;;;2003, June;Discontinued;114 x 63 x 20 mm, 115 cc (4.49 x 2.48 x 0.79 in);125 g (4.41 oz);;Mini-SIM;;CSTN, 4096 colors;1.7 inches, 31 x 31 mm, 9.3 cm(~13.0% screen-to-body ratio);128 x 128 pixels, 5 lines, 1:1 ratio (~106 ppi density);;;;;;MMC, 64 MB included;4.5MB;;No;;;;;No;No;No;;Stereo FM radio;Proprietary;;Removable Li-Ion 780 mAh battery (BLD-3);Orange and Black Blue;;Four-way scroll key;;;0.43 W/kg (head);;;0.62 W/kg (head)     0.87 W/kg (body);Class 6;No;MP3 and AAC playerSound recorderPredictive text inputSyncMLVoice dialOrganizerXpress-on covers;;Up to 180 h - 230 h;Up to 2 h - 3 h 30 m;Stereo line-in;
https://www.gsmarena.com/nokia_n_gage-390.php;https://fdn2.gsmarena.com/vv/bigpic/nongage.gif;Nokia N-Gage;Released 2003, Q4;137g, 20mm thickness;Symbian 6.1, Series 60 v1.0 UI;3.4MB storage, MMC slot;125;0.3%;1,369,914 hits;"2.1""";176x208 pixels; ;;850 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2003, Q4;Discontinued;134 x 70 x 20 mm, 139 cc (5.28 x 2.76 x 0.79 in);137 g (4.83 oz);;Mini-SIM;;TFT, 4096 colors;2.1 inches, 35 x 41 mm, 14.0 cm(~15.0% screen-to-body ratio);176 x 208 pixels (~130 ppi density);;Symbian 6.1, Series 60 v1.0 UI;;104 MHz ARM 920T;;MMC;3.4MB;Shared memory for images, contact data, calendar, messages, add-on applications20 voice dial numbers;No;;;;;No;1.1;No;;Stereo FM radio;Proprietary;;Removable Li-Ion 850 mAh battery (BL-5C);;;Five-way directional controller;;;0.37 W/kg (head);;;0.24 W/kg (head)     0.47 W/kg (body);Class 6;No;MP3/AAC playerPredictive text inputSyncMLVoice dial;;Up to 200 h;Up to 4 h;Stereo line-in;
https://www.gsmarena.com/nokia_7250-371.php;https://fdn2.gsmarena.com/vv/bigpic/no7250.gif;Nokia 7250;Released 2003, Q1;92g, 19mm thickness;Feature phone;725 KB storage, no card slot;52;0.1%;647,550 hits;;128x128 pixels, 8 lines; ;;780 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2003, Q1;Discontinued;105 x 44 x 19 mm, 73 cc (4.13 x 1.73 x 0.75 in);92 g (3.25 oz);;Mini-SIM;;CSTN, 4096 colors;;128 x 128 pixels, 8 lines, 1:1 ratio;;;;;;No;725 KB;150 text messages250 calendar notes30 To-do entriesIn 725 kB memory poolMMS, max 45 kB eachUp to 35 imagesJava apps, max 64 kB each;CIF;;No;No;;No;No;No;;Stereo FM radio;;;Removable Li-Ion 780 mAh battery (BLD-3);2 - Blue and Plum,;;WallpapersDigital clock screensaverDynamic font sizeSoftkey;;;0.69 W/kg (head)     0.70 W/kg (body);;;0.69 W/kg (head);Class 4;No;Predictive text inputSyncMLOrganizerStopwatchXpress-on coversProfiles;;Up to 150 - 300 h;Up to 2 - 5 h;Ascending ringing tonesPersonal alert tones;
https://www.gsmarena.com/nokia_8910i-370.php;https://fdn2.gsmarena.com/vv/bigpic/no8910i.gif;Nokia 8910i;Released 2003, Q1;112g, 20mm thickness;Feature phone;No card slot;59;0.1%;856,597 hits;"1.25""";96x65 pixels; ;;830 mAh Li-Ion;GSM 900 / 1800;;;;2003, Q1;Discontinued;103 x 46 x 20 mm, 83 cc (4.06 x 1.81 x 0.79 in);112 g (3.95 oz);;Mini-SIM;;CSTN, 4096 colors;1.25 inches, 4.7 cm(~9.9% screen-to-body ratio);96 x 65 pixels, 3:2 ratio (~93 ppi density);;;;;;No;;50 text messages10 voice dial numbers250 Calendar notes30 To-do entriesMessage templates;No;;;;;No;1.1;No;;No;;;Removable Li-Ion 830 mAh battery (BLB-2);;;Wallpapers (downloadable)Digital clock screensaver (fixed)Dynamic font sizeSoftkey;;;0.43 W/kg (head);;;;Class 4;No;Titanium casingPredictive text inputOrganizerVoice commandMobile ChatProfile Selection;;Up to 150 - 300 h;Up to 2 h - 4 h 30 m;Ascending ringing tonesPersonal alert tones;
https://www.gsmarena.com/nokia_6800-369.php;https://fdn2.gsmarena.com/vv/bigpic/no6800.gif;Nokia 6800;Released 2003, Q1;122g, 23mm thickness;Feature phone;No card slot;59;0.1%;789,800 hits;"1.7""";128x128 pixels, 8 lines; ;;1000 mAh Li-Ion;GSM 900 / 1800;;;;2003, Q1;Discontinued;119 x 55 x 23 mm, 105 cc (4.69 x 2.17 x 0.91 in);122 g (4.30 oz);;Mini-SIM;;CSTN, 4096 colors;1.7 inches, 9.3 cm(~14.2% screen-to-body ratio);128 x 128 pixels, 8 lines, 1:1 ratio (~106 ppi density);;;;;;No;;10 predefined images, replaceableSMS templates;No;;;;;No;No;No;;Stereo FM radio;;;Removable Li-Ion 1000 mAh battery (BLC-2);;;Adjustable display brightness8 changeable color schemesWallpapersFour-way scrollDynamic font size;;;0.62 W/kg (head);;;;Class 4;No;Predictive text inputOrganizerStopwatchIR transfer between compatible phonesTemperature, currency, and measure converterProfiles;;Up to 168 - 360 h;Up to 3 - 7 h;Ascending ringing tonesPersonal alert tones;
https://www.gsmarena.com/nokia_6100-368.php;https://fdn2.gsmarena.com/vv/bigpic/no6100.gif;Nokia 6100;Released 2002, Q4;76g, 13.5mm thickness;Feature phone;725 KB storage, no card slot;80;0.1%;1,333,977 hits;"1.5""";128x128 pixels, 8 lines; ;;760 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2002, Q4;Discontinued;102 x 44 x 13.5 mm, 60 cc (4.02 x 1.73 x 0.53 in);76 g (2.68 oz);;Mini-SIM;;CSTN, 4096 colors;1.5 inches, 7.3 cm(~16.2% screen-to-body ratio);128 x 128 pixels, 8 lines, 1:1 ratio (~121 ppi density);;;;;;No;725 KB;In shared memory:- Phonebook- 150 text messages- 250 calendar notes- 30 Todo entriesIn 725 kB memory pool- MMS, max 30 kB each- 20 gallery ringtones- Up to 35 images- Up to 6 Java app;No;;;;;No;No;No;;No;;;Removable Li-Ion 760 mAh battery (BL-4C);3 -  Dark blue, Light blue and Yellowish beige;;Adjustable display brightnessFour-way scrollDynamic font size;;;0.60 W/kg (head);;;0.88 W/kg (head)     1.21 W/kg (body);Class 4;No;Predictive text inputOrganizerInfrared transfer of data between compatible phonesXpress-on coversProfiles;;Up to 150 - 320 h;Up to 2 - 6 h;Ascending ringing tonesPersonal alert tones;
https://www.gsmarena.com/nokia_5100-367.php;https://fdn2.gsmarena.com/vv/bigpic/no5100.gif;Nokia 5100;Released 2003, Q1;104g, 22mm thickness;Feature phone;725 KB storage, no card slot;52;0.1%;549,525 hits;"1.5""";128x128 pixels; ;;760 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2003, Q1;Discontinued;108 x 49 x 22 mm, 89 cc (4.25 x 1.93 x 0.87 in);104 g (3.67 oz);;Mini-SIM;Flashlight;CSTN, 4096 colors;1.5 inches, 7.3 cm(~13.7% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~121 ppi density);;;;;;No;725 KB;Editable message templatesUp to 150 SMS messagesUp to 250 Calendar notesMax 45 kB MMS message;No;;;;;No;No;No;;Stereo FM radio;;Thermometer;Removable Li-Ion 760 mAh battery (BL-4C);Xpress-on covers;;White backlightAdjustable display brightnessScreensavers with clockWallpapersDynamic font sizeSoftkey;;;0.48 W/kg (head);;;;Class 4;No;Predictive text inputOrganizerStopwatchCalorie counterImproved durabilityXpress-on covers;;Up to 150 - 300 h;Up to 2 - 5 h;Automatic volume controlSound meter;
https://www.gsmarena.com/nokia_2100-366.php;https://fdn2.gsmarena.com/vv/bigpic/no2100.gif;Nokia 2100;Released 2003, Q1;85g, 20mm thickness;Feature phone;No card slot;71;0.1%;738,120 hits;;96x65 pixels; ;;720 mAh Li-Ion;GSM 900 / 1800;;;;2003, Q1;Discontinued;105 x 44 x 20 mm, 77 cc (4.13 x 1.73 x 0.79 in);85 g (3.00 oz);;Mini-SIM;;Monochrome graphic;;96 x 65 pixels, 3:2 ratio;;;;;;No;;Dynamic phonebook memoryEditable message templates;No;;;;;No;No;No;;No;;;Removable Li-Ion 720 mAh battery (BLD-3);3 (Yellow, Green, and Grey) + Xpress-on covers;;White backlightRhythmic backlight alertFull display screensaverDynamic font sizeSoftkeys;;;0.55 W/kg (head);;;;No;No;Predictive text inputSMS to manyCalculatorCurrency converterStopwatchPicture messagingXpress-on front and back covers;;Up to 50 - 150 h;Up to 2 h - 3 h 20 m;;
https://www.gsmarena.com/nokia_6650-348.php;https://fdn2.gsmarena.com/vv/bigpic/no6650.gif;Nokia 6650;Released 2003;141g, 25mm thickness;Feature phone;7MB storage, no card slot;32;0.1%;406,459 hits;;128x160 pixels; ;;950 mAh Li-Ion;GSM 900 / 1800;UMTS 2100;;Yes, 384 kbps;2003;Discontinued;132 x 52 x 25 mm, 123 cc (5.20 x 2.05 x 0.98 in);141 g (4.97 oz);;Mini-SIM;;TFT, 4096 colors;;128 x 160 pixels;;;;;;No;7MB;Editable message templatesCalendar notes;VGA;;Yes;No;;No;1.1;No;;No;;;Removable Li-Ion 950 mAh battery (BLC-2);;;Wallpapers;;;0.64 W/kg (head);;;;;;Multitasking (talk & shoot)Predictive text inputOrganizer;;Up to 14 days;2 h 40 min;;
https://www.gsmarena.com/nokia_3650-345.php;https://fdn2.gsmarena.com/vv/bigpic/no3650.gif;Nokia 3650;Released 2003, Q1;130g, 26mm thickness;Symbian 6.1, Series 60 v1.0 UI;4MB storage, MMC slot;87;0.2%;1,207,780 hits;"2.1""";176x208 pixels; ;;850 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2003, Q1;Discontinued;130 x 57 x 26 mm, 139 cc (5.12 x 2.24 x 1.02 in);130 g (4.59 oz);;Mini-SIM;;TFT, 4096 colors;2.1 inches, 35 x 41 mm, 14.0 cm(~18.9% screen-to-body ratio);176 x 208 pixels (~130 ppi density);;Symbian 6.1, Series 60 v1.0 UI;;104 MHz ARM 9;;MMC;4MB;Calendar notesEditable message templates;VGA;;Yes;No;;No;1.1;No;;No;;;Removable Li-Ion 850 mAh battery (BL-5C);Dark Blue, Grey and Yellow;;5-way scroll keyWallpapers;;;0.72 W/kg (head);;;0.55 W/kg (head)     0.83 W/kg (body);Class 4;No;Predictive text inputCalculatorVoice dialVoice recordXpress-on covers;;up to 150 - 200 h;up to 2 h - 4 h;;
https://www.gsmarena.com/nokia_3530-357.php;https://fdn2.gsmarena.com/vv/bigpic/no3530.gif;Nokia 3530;Released 2002, Q4;106g, 17mm thickness;Feature phone;No card slot;42;N/A;501,799 hits;"1.5""";96x65 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800;;;;2002, Q4;Discontinued;118 x 50 x 17 mm, 98 cc (4.65 x 1.97 x 0.67 in);106 g (3.74 oz);;Mini-SIM;;CSTN, 4096 colors;1.5 inches, 6.7 cm(~11.4% screen-to-body ratio);96 x 65 pixels, 3:2 ratio (~77 ppi density);;;;;;No;;Dynamic phonebook memoryEditable message templates180 kB for Java MIDlets10 voice dial numbers100-500 Calendar notes;No;;;;;No;No;No;;No;;;Removable Li-Ion 1000 mAh battery (BLC-2);Xpress-on covers;;Screensavers with clockWallpapersDynamic font sizeSoftkey;;;0.69 W/kg (head);;;;Class 4;No;Predictive text inputSmart messagingOrganizerVoice DialCustomizable and downloadable profilesXpress-on covers;;Up to 312 h;Up to 2 h - 4 h 30 m;;
https://www.gsmarena.com/nokia_3510i-344.php;https://fdn2.gsmarena.com/vv/bigpic/no3510i.gif;Nokia 3510i;Released 2002, Q4;106g, 17mm thickness;Feature phone;No card slot;105;0.1%;685,304 hits;;96x65 pixels; ;;950 mAh Li-Ion;GSM 900 / 1800;;;;2002, Q4;Discontinued;118 x 50 x 17 mm, 98 cc (4.65 x 1.97 x 0.67 in);106 g (3.74 oz);;Mini-SIM;;CSTN, 4096 colors;;96 x 65 pixels, 3:2 ratio;;;;;;No;;Dynamic phonebook memoryEditable message templates10 voice dial numbers100-500 Calendar notes;No;;;;;No;No;No;;No;;;Removable Li-Ion 950 mAh battery (BLC-2);Xpress-on covers;;Screensavers with clockWallpapersDynamic font sizeSoftkey;;;0.66 W/kg (head);;;;Class 4;No;Predictive text inputSmart messagingOrganizerVoice DialCustomizable and downloadable profiles;;up to 13 days;2h 30min - 4h 30min;;
https://www.gsmarena.com/nokia_6610-334.php;https://fdn2.gsmarena.com/vv/bigpic/no6610.gif;Nokia 6610;Released 2002, Q3;84g, 17.5mm thickness;Feature phone;No card slot;74;0.2%;1,183,938 hits;"1.5""";128x128 pixels, 5 lines; ;;780 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2002, Q3;Discontinued;106 x 45 x 17.5 mm, 71 cc (4.17 x 1.77 x 0.69 in);84 g (2.96 oz);;Mini-SIM;;CSTN, 4096 colors;1.5 inches, 7.3 cm(~15.2% screen-to-body ratio);128 x 128 pixels, 5 lines, 1:1 ratio (~121 ppi density);;;;;;No;;In shared memory:- Phonebook- 75 text messages- 250 calendar notes- 6 Java apps, 64 kB each- 35 images;No;;;;;No;No;No;;Stereo FM radio;;;Removable Li-Ion 780 mAh battery (BLD-3);3 - Black, White, Grey;;Four-way scrollDynamic font size;;;0.63 W/kg (head);;;;Class 6;No;Predictive text inputOrganizerInfrared transfer of data between compatible phonesXpress-on coversProfiles;;150 h - 300 h;2 h - 5 h;Ascending ringing tonesPersonal alert tones;
https://www.gsmarena.com/nokia_3610-342.php;https://fdn2.gsmarena.com/vv/bigpic/no3610.gif;Nokia 3610;Released 2002;92g, 22mm thickness;Feature phone;No card slot;41;0.1%;416,921 hits;;96x65 pixels, 5 lines; ;;830 mAh Li-Ion;GSM 900 / 1800;;;;2002;Discontinued;105 x 45 x 22 mm, 79 cc (4.13 x 1.77 x 0.87 in);92 g (3.25 oz);;Mini-SIM;;Backlit full graphics;;96 x 65 pixels, 5 lines, 3:2 ratio;;;;;;No;;Editable message templates;No;;;;;No;No;No;;No;;;Removable Li-Ion 830 mAh battery (BLB-2);Ttranslucent Xpress-on covers;;Dynamic font sizeSoftkeyAnimated screensaversWelcome message;;;0.63 W/kg (head);;;0.83 W/kg (head)     0.83 W/kg (body);No;No;Downloadable game packs via WAPPredictive text inputSmart messagingCalculatorStopwatchRhythmic backlight alertPhoto editorPicture messaging;;Up to 170 h;Up to 3 h 50 min;;
https://www.gsmarena.com/nokia_9210i_communicator-319.php;https://fdn2.gsmarena.com/vv/bigpic/no9210i.gif;Nokia 9210i Communicator;Released 2002;244g, 27mm thickness;Open Symbian, based on Symbian v6.0;40MB 8MB RAM storage, MMC slot;74;0.1%;804,612 hits;"4.5""";640x200 pixels;8 MB RAM;;1300 mAh Li-Ion;GSM 900 / 1800;;;;2002;Discontinued;158 x 56 x 27 mm (6.22 x 2.20 x 1.06 in);244 g (8.61 oz);;Mini-SIM;;TFT, 4096 colors;4.5 inches, 110 x 35 mm, 37.2 cm(~42.0% screen-to-body ratio);640 x 200 pixels (~149 ppi density);;Open Symbian, based on Symbian v6.0, Series 80 UI;;52 MHz ARM 9;;MMC;40MB 8MB RAM;;No;;;;;No;No;No;;No;;;Removable Li-Ion 1300 mAh battery (BLL-3);Black;;Second display (80x48 pixels);;;0.34 W/kg (head);;;;No;No;Video StreamingAttachment viewersVideo playerDocument viewer (Word, Excel, PowerPoint, PDF)Imaging (Camera connectivity);;Up to 230 h;Up to 4 - 10 h;;
https://www.gsmarena.com/nokia_7210-318.php;https://fdn2.gsmarena.com/vv/bigpic/no7210.gif;Nokia 7210;Released 2002;83g, 17.5mm thickness;Feature phone;No card slot;65;0.1%;996,200 hits;"1.5""";128x128 pixels; ;;780 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2002;Discontinued;106 x 45 x 17.5 mm, 83 cc (4.17 x 1.77 x 0.69 in);83 g (2.93 oz);;Mini-SIM;;CSTN, 4096 colors;1.5 inches, 7.3 cm(~15.2% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~121 ppi density);;;;;;No;;3 phone numbers per name150 text messages100-250 calendar notes;No;;;;;No;No;No;;Stereo FM radio;Pop-Port;;Removable Li-Ion 780 mAh battery (BLD-3);3 - Turquoise, Orange, and Brown;;Dynamic font sizeSoftkey;;;1.29 W/kg (head);;;1.00 W/kg (head)     0.87 W/kg (body);Class 6;No;Predictive text inputOrganizerInfrared transfer of data between compatible phonesXpress-on coversProfiles;;up to 10 days;up to 4 h;Ascending ringing tonesPersonal alert tones;
https://www.gsmarena.com/nokia_6310i-317.php;https://fdn2.gsmarena.com/vv/bigpic/no6310i.gif;Nokia 6310i;Released 2002;111g, 21mm thickness;Feature phone;No card slot;97;0.2%;1,076,883 hits;;96x60 pixels, 6 lines; ;;1050 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2002;Discontinued;129 x 47 x 17-21 mm, 97 cc;111 g (3.92 oz);;Mini-SIM;;Backlit full graphics;;96 x 60 pixels, 6 lines, 16:10 ratio;;;;;;No;;3 phone numbers per name150 text messages10 voice dial numbers100-250 calendar notes;No;;;;;No;1.1;No;;No;;;Removable Li-Ion 1050 mAh battery (BLS-2N);3 - Jet Black, Mistral Beige, Lightning Silver;;Blue back lightDynamic font sizeSoftkey;;;0.82 W/kg (head);;;0.72 W/kg (head)     0.88 W/kg (body);Class 4;No;SyncMLPredictive text inputOrganizerVoice recordVoice commandInfrared transfer of data between phonesEnhanced UI for e-mail over SMSTimed profiles;;up to 16 days;3h - 5h 45min;Ascending ringing tonesPersonal alert tones;
https://www.gsmarena.com/nokia_3510-316.php;https://fdn2.gsmarena.com/vv/bigpic/no3510.gif;Nokia 3510;Released 2002;105g, 21mm thickness;Feature phone;No card slot;70;0.1%;471,687 hits;;5 lines; ;;950 mAh Li-Ion;GSM 900 / 1800;;;;2002;Discontinued;118 x 42-50 x 18-21 mm, 98 cc;105 g (3.70 oz);;Mini-SIM;;Monochrome graphic;;5 lines;;;;;;No;;Dynamic phonebook memoryEditable message templates14 voice dial numbers100-500 Calendar notes;No;;;;;No;No;No;;No;;;Removable Li-Ion 950 mAh battery (BLC-2);Xpress-on covers;;Dynamic font sizeSoftkeyAnimated screensaversWelcome messagePicture messaging(7 predefined + 1 empty);;;0.66 W/kg (head);;;;Class 4;No;Downloadable game packs via WAPPredictive text inputSmart messagingOrganizerVoice DialCustomizable and downloadable profiles;;up to 13 days;2h 30min - 4h 30 min;6 Ringing tone levels10 Volume levels;
https://www.gsmarena.com/nokia_3410-315.php;https://fdn2.gsmarena.com/vv/bigpic/no3410.gif;Nokia 3410;Released 2002;114g, 22.5mm thickness;Feature phone;No card slot;98;0.2%;594,372 hits;;96x65 pixels, 6 lines; ;;825 mAh Li-Ion;GSM 900 / 1800;;;;2002;Discontinued;115 x 49 x 22.5 mm, 100 cc (4.53 x 1.93 x 0.89 in);114 g (4.02 oz);;Mini-SIM;;Monochrome graphic;;96 x 65 pixels, 6 lines, 3:2 ratio;;;;;;No;;Editable message templates10 voice dial numbers100 Calendar notes;No;;;;;No;No;No;;No;;;Removable Li-Ion 825 mAh battery (BLC-2);Xpress-on front and back covers;;Dynamic font sizeSoftkey3D screensaversWelcome messagePicture messaging(7 predefined + 1 empty);;;0.81 W/kg (head);;;;No;No;Predictive text inputSmart messagingOrganizerVoice DialCustomizable and downloadable profiles;;55h - 260h;2h 20min - 4h 10 min;6 Ringing tone levels10 Volume levels;
https://www.gsmarena.com/nokia_7650-288.php;https://fdn2.gsmarena.com/vv/bigpic/no7650.gif;Nokia 7650;Released 2002, Q1;154g, 26mm thickness;Symbian 6.1, Series 60 v1.0 UI;4MB storage, no card slot;87;0.2%;1,155,863 hits;"2.1""";176x208 pixels, 35x41mm; ;;750 mAh Li-Ion;GSM 900 / 1800;;;;2002, Q1;Discontinued;114 x 56 x 26 mm, 138 cc (4.49 x 2.20 x 1.02 in);154 g (5.43 oz);;Mini-SIM;;TFT, 4096 colors;2.1 inches, 14.0 cm(~22.0% screen-to-body ratio);176 x 208 pixels, 35 x 41mm (~130 ppi density);;Symbian 6.1, Series 60 v1.0 UI;;104 MHz ARM 9;;No;4MB;3 phone numbers per name25 voice dial numbers;VGA;;No;No;;No;1.1;No;;No;;;Removable Li-Ion 750 mAh battery (BLB-2);;;Act as a camera viewfinderAdvanced User InterfaceJoystick with 5-way navigationPhoto album;;;0.35 W/kg (head);;;;Class 5;No;Predictive text inputCalculatorProfile Selection;;90 h - 230 h;2 h - 4 h;Ascending ringing tonesPersonal alert tones;
https://www.gsmarena.com/nokia_8910-310.php;https://fdn2.gsmarena.com/vv/bigpic/no8910.gif;Nokia 8910;Released 2002, Q2;110g, 20mm thickness;Feature phone;No card slot;58;0.1%;644,865 hits;;4 lines; ;;830 mAh Li-Ion;GSM 900 / 1800;;;;2002, Q2;Discontinued;103 x 46 x 20 mm, 83 cc (4.06 x 1.81 x 0.79 in);110 g (3.88 oz);;Mini-SIM;;Monochrome graphic;;4 lines;;;;;;No;;3 minutes voice memo3 phone numbers per name150 text messages15 voice dial numbersMessage templates;No;;;;;No;1.1;No;;No;;;Removable Li-Ion 830 mAh battery (BLB-2);2 - Natural Titanium and Black;;Gray scaleBright white backlightDynamic font sizeSoftkeyScreensavers;;;0.52 W/kg (head);;;;Class 4;No;Predictive text inputOrganizerVoice recordVoice commandMobile ChatTitanium casingDownloadable game levelsProfile Selection;;100 - 300 h;2 - 4 h;Ascending ringing tonesPersonal alert tones;
https://www.gsmarena.com/nokia_6510-287.php;https://fdn2.gsmarena.com/vv/bigpic/no6510.gif;Nokia 6510;Released 2002, Q1;84g, 20mm thickness;Feature phone;No card slot;73;0.1%;734,585 hits;;96x60 pixels, 5 lines; ;;750 mAh Li-Ion;GSM 900 / 1800;;;;2002, Q1;Discontinued;97 x 43 x 20 mm, 67 cc (3.82 x 1.69 x 0.79 in);84 g (2.96 oz);;Mini-SIM;;Monochrome graphic;;96 x 60 pixels, 5 lines, 16:10 ratio;;;;;;No;;3 phone numbers per name150 text messages15 voice dial numbersMessage templates;No;;;;;No;No;No;;FM radio;;;Removable Li-Ion 750 mAh battery (BLB-2);Beige, four Xpress-on front-back covers as accessories;;Pastel blue backlight Dynamic font size Softkey;;;0.81 W/kg (head);;;;Class 4;No;Electronic walletPredictive text inputOrganizerVoice dialVoice commandProfile Selection;;up to 12 days;up to 3 h 30 min;Ascending ringing tonesPersonal alert tones;
https://www.gsmarena.com/nokia_6500-295.php;https://fdn2.gsmarena.com/vv/bigpic/no6500.gif;Nokia 6500;Released 2002, Q1;88g, 21mm thickness;Feature phone;No card slot;32;N/A;351,704 hits;;96x60 pixels, 5 lines; ;;750 mAh Li-Ion;GSM 900 / 1800;;;;2002, Q1;Discontinued;97 x 43 x 21 mm, 75 cc (3.82 x 1.69 x 0.83 in);88 g (3.10 oz);;Mini-SIM;;Monochrome graphic;;96 x 60 pixels, 5 lines, 16:10 ratio;;;;;;No;;3 phone numbers per name150 text messages15 voice dial numbersMessage templates;No;;;;;No;No;No;;FM radio;;;Removable Li-Ion 750 mAh battery (BLB-2);Beige, four Xpress-on front-back covers as accessories;;Pastel blue backlightDynamic font sizeSoftkey;;;0.92 W/kg (head);;;1.28 W/kg (head)     0.94 W/kg (body);Class 4;No;Electronic walletPredictive text inputOrganizerVoice recordVoice commandProfile Selection;;100 h - 350 h;2 h 15 min - 4 h;Ascending ringing tonesPersonal alert tones;
https://www.gsmarena.com/nokia_8855-296.php;https://fdn2.gsmarena.com/vv/bigpic/no8855.gif;Nokia 8855;Released 2002, Q1;98g, 21mm thickness;Feature phone;No card slot;35;N/A;374,880 hits;;5 lines; ;;1000 mAh Li-Ion;GSM 900 / 1800;;;;2002, Q1;Discontinued;102 x 46 x 21 mm, 85 cc (4.02 x 1.81 x 0.83 in);98 g (3.46 oz);;Mini-SIM;;Monochrome graphic;;5 lines;;;;;;No;;Memory for 8 voice dialnumbers50 calendar notes;No;;;;;No;No;No;;No;;;Removable Li-Ion 1000 mAh battery (BLB-3);Black;;Bright white backlightDynamic font sizeSoftkeyRhythmic backlight and vibra;;;;;;;No;No;Picture messagingPredictive text inputSmart MessagingOrganizerInfrared transfer of names and phone numbersAnalog clockFull display Profile Logos;;75 h – 225 h;3h 20min - 4h 15min;;
