Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;cam2features;batstandby1;battalktime1;gprstext;edge;optionalother;featuresother
https://www.gsmarena.com/qmobile_e990_sirocco_edition-7414.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-e990-sirocco-edition.jpg;QMobile E990 Sirocco Edition;Released 2014, May;7.4mm thickness;Feature phone;64MB 128MB RAM storage, microSDHC slot;2;N/A;39,066 hits;"2.6""";240x320 pixels;128 MB RAM;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2014, May. Released 2014, May;Discontinued;128 x 52.8 x 7.4 mm (5.04 x 2.08 x 0.29 in);-;Dual SIM;TFT, 65K colors;2.6 inches, 20.9 cm(~31.0% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~154 ppi density);;;;;;microSDHC;64MB 128MB RAM;;2 MP;LED flash;320p@15fps;No;;No;2.0;No;No;FM radio;microUSB 2.0;No;Li-Ion 1000 mAh battery;Black, Golden;;About 30 EUR;;;;Yes;Yes;;QAppsMP4/H.263 playerOrganizerVoice memo
https://www.gsmarena.com/qmobile_noir_a110-7411.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-a110.jpg;QMobile Noir A110;Released 2014, May;11mm thickness;Android 4.2;512MB 512MB RAM storage, microSDHC slot;0;N/A;31,817 hits;"3.5""";320x480 pixels;512 MB RAM;MT6572;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;2014, May. Released 2014, May;Discontinued;117 x 62.5 x 11 mm (4.61 x 2.46 x 0.43 in);-;Dual SIM;TFT;3.5 inches, 36.5 cm(~49.9% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);;Android 4.2 (Jelly Bean);Mediatek MT6572 (28 nm);Dual-core 1.0 GHz Cortex-A7;Mali-400;microSDHC;512MB 512MB RAM;;2 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1300 mAh battery;Black, Blue, Pink, White;;About 60 EUR;;;;Class 12;Class 12;;
https://www.gsmarena.com/qmobile_noir_i9-7390.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-i9.jpg;QMobile Noir i9;Released 2014, May;167g, 9.3mm thickness;Android 4.2, up to 4.4;4GB 1GB RAM storage, microSDHC slot;0;N/A;66,717 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6582;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;;HSPA 21.1/5.76 Mbps;2014, May. Released 2014, May;Discontinued;146 x 74 x 9.3 mm (5.75 x 2.91 x 0.37 in);167 g (5.89 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~63.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 4.2 (Jelly Bean), upgradable to 4.4 (KitKat);Mediatek MT6582 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;4GB 1GB RAM;;8 MP, AF;LED flash, HDR, panorama;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Ion 2000 mAh battery;Black;;About 130 EUR;;Up to 260 h (2G) / Up to 260 h (3G);Up to 16 h (2G) / Up to 10 h 30 min (3G);;;;
https://www.gsmarena.com/qmobile_noir_i6-7388.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-i6.jpg;QMobile Noir i6;Released 2014, May;88.2g, 9.1mm thickness;Android 4.2, up to 4.4;8GB storage, microSDHC;0;N/A;67,421 hits;"4.5""";480x854 pixels;1 GB RAM;MT6582;1800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2014, May. Released 2014, May;Discontinued;135 x 66.5 x 9.1 mm (5.31 x 2.62 x 0.36 in);88.2 g (3.10 oz);Dual SIM (dual stand-by);TFT;4.5 inches, 55.8 cm(~62.2% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);;Android 4.2 (Jelly Bean), upgradable to 4.4 (KitKat);Mediatek MT6582 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;8GB 1GB RAM;;5 MP, AF;LED flash;Yes;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;A-GPS only;No;FM radio, recording;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 1800 mAh battery;Black;;About 120 EUR;;Up to 386 h (2G) / Up to 386 h (3G);Up to 16 h 30 min (2G) / Up to 11 h (3G);;;;
https://www.gsmarena.com/qmobile_noir_a75-7387.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-a75.jpg;QMobile Noir A75;Released 2014, May;10mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;0;N/A;32,370 hits;"4.5""";480x854 pixels;512 MB RAM;MT6572;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2014, May. Released 2014, May;Discontinued;135 x 67 x 10 mm (5.31 x 2.64 x 0.39 in);-;Dual SIM;TFT;4.5 inches, 55.8 cm(~61.7% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);;Android 4.2 (Jelly Bean);Mediatek MT6572 (28 nm);Dual-core 1.0 GHz Cortex-A7;Mali-400;microSDHC;4GB 512MB RAM;;3.15 MP, AF;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;A-GPS only;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1500 mAh battery;Black;;About 80 EUR;;;;;;;
https://www.gsmarena.com/qmobile_noir_i5i-7339.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-i5i.jpg;QMobile Noir i5i;Released 2014, May;9.8mm thickness;Android 4.4.2;4GB 1GB RAM storage, microSDHC slot;0;N/A;49,768 hits;"4.5""";480x854 pixels;1 GB RAM;MT6582M;1700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2014, May. Released 2014, May;Discontinued;133.5 x 66.5 x 9.8 mm (5.26 x 2.62 x 0.39 in);-;Dual SIM;TFT;4.5 inches, 55.8 cm(~62.9% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);;Android 4.4.2 (KitKat);Mediatek MT6582M (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;4GB 1GB RAM;;5 MP;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;A-GPS only;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1700 mAh battery;Black;;About 80 EUR;;;;;;;
https://www.gsmarena.com/qmobile_noir_i5-7338.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-i5.jpg;QMobile Noir i5;Released 2014, May;9.5mm thickness;Android 4.2, up to 4.4;4GB 512MB RAM storage, microSDHC slot;0;N/A;57,407 hits;"4.7""";480x800 pixels;512 MB RAM;MT6582M;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA;2014, May. Released 2014, May;Discontinued;138.5 x 71.5 x 9.5 mm (5.45 x 2.81 x 0.37 in);-;Dual SIM;IPS LCD;4.7 inches, 62.9 cm(~63.5% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~199 ppi density);;Android 4.2 (Jelly Bean), upgradable to 4.4 (KitKat);Mediatek MT6582M (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;4GB 512MB RAM;;5 MP, AF;LED flash;480p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Ion 2000 mAh battery;Black;;About 80 EUR;;;;;;;
https://www.gsmarena.com/qmobile_noir_a550-7408.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-a550.jpg;QMobile Noir A550;Released 2014, April;8.9mm thickness;Android 4.2, up to 4.4;4GB 1GB RAM storage, microSDHC slot;1;N/A;27,320 hits;"4.5""";540x960 pixels;1 GB RAM;MT6582;1700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2014, April. Released 2014, April;Discontinued;132 x 66 x 8.9 mm (5.20 x 2.60 x 0.35 in);-;Dual SIM;IPS LCD;4.5 inches, 55.8 cm(~64.1% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~245 ppi density);;Android 4.2 (Jelly Bean), upgradable to 4.4 (KitKat);Mediatek MT6582 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;4GB 1GB RAM;;8 MP, AF;LED flash;Yes;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Ion 1700 mAh battery;Black;;About 140 EUR;;;;;;;
https://www.gsmarena.com/qmobile_noir_v4-7385.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-v4.jpg;QMobile Noir V4;Released 2014, January;220g, 9.3mm thickness;Android 4.2;16GB storage, no card slot;1;N/A;30,073 hits;"5.7""";720x1280 pixels;1 GB RAM;MT6589;2600 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2014, January. Released 2014, January;Discontinued;161 x 82.5 x 9.3 mm (6.34 x 3.25 x 0.37 in);220 g (7.76 oz);Dual SIM;IPS LCD;5.7 inches, 89.6 cm(~67.4% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~258 ppi density);;Android 4.2 (Jelly Bean);Mediatek MT6589 (28 nm);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;No;16GB 1GB RAM;;12 MP, AF;Dual-LED flash, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Ion 2600 mAh battery;Black;;About 180 EUR;;Up to 220 h (3G);Up to 8 h (3G);;;;
https://www.gsmarena.com/qmobile_noir_z4-7382.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-z4.jpg;QMobile Noir Z4;Released 2013, October;7.7mm thickness;Android 4.2;32GB storage, no card slot;2;N/A;62,198 hits;"5.0""";1080x1920 pixels;2 GB RAM;MT6589T;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2013, October. Released 2013, October;Discontinued;144 x 69 x 7.7 mm (5.67 x 2.72 x 0.30 in);-;Micro-SIM;IPS LCD;5.0 inches, 68.9 cm(~69.4% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~441 ppi density);Corning Gorilla Glass 3;Android 4.2 (Jelly Bean);Mediatek MT6589T (28 nm);Quad-core 1.5 GHz Cortex-A7;PowerVR SGX544;No;32GB 2GB RAM;;13 MP, AF;LED flash, panorama;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 2000 mAh battery;Black;;About 200 EUR;;;;;;;
https://www.gsmarena.com/qmobile_noir_z3-7381.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-z3.jpg;QMobile Noir Z3;Released 2013, September;135g, 6.9mm thickness;Android 4.2;16GB storage, no card slot;0;N/A;43,143 hits;"4.8""";720x1280 pixels;1 GB RAM;MT6589;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2013, September. Released 2013, September;Discontinued;137 x 69 x 6.9 mm (5.39 x 2.72 x 0.27 in);135 g (4.76 oz);Micro-SIM;Super AMOLED;4.8 inches, 63.5 cm(~67.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~306 ppi density);Corning Gorilla Glass 2;Android 4.2 (Jelly Bean);Mediatek MT6589 (28 nm);Quad-core 1.5 GHz Cortex-A7;PowerVR SGX544;No;16GB 1GB RAM;;8 MP, AF;LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2000 mAh battery;Black;;About 210 EUR;;;;;;;
https://www.gsmarena.com/qmobile_noir_a15_3d-7412.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-a15-3d.jpg;QMobile Noir A15 3D;Released 2013, July;11.8mm thickness;Android 4.1;4GB 512MB RAM storage, microSDHC slot;0;N/A;28,954 hits;"5.0""";480x800 pixels;512 MB RAM;MT6577T;2200 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2013, July. Released 2013, July;Discontinued;147 x 77 x 11.8 mm (5.79 x 3.03 x 0.46 in);-;Dual SIM (dual stand-by);3D;5.0 inches, 71.2 cm(~62.9% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~187 ppi density);;Android 4.1 (Jelly Bean);Mediatek MT6577T (40 nm);Dual-core 1.2 GHz Cortex-A9;PowerVR SGX531;microSDHC;4GB 512MB RAM;;5 MP;LED flash;480p@30fps;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2200 mAh battery;Black;;About 150 EUR;;Up to 225 h (3G);Up to 4 h 30 min (3G);;;;
https://www.gsmarena.com/qmobile_noir_a950-7406.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-a950.jpg;QMobile Noir A950;Released 2013, July;8.6mm thickness;Android 4.1;4GB 1GB RAM storage, microSDHC slot;0;N/A;31,589 hits;"4.65""";720x1280 pixels;1 GB RAM;MT6589W;2100 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2013, July. Released 2013, July;Discontinued;130 x 67 x 8.6 mm (5.12 x 2.64 x 0.34 in);-;Dual SIM;Super AMOLED+;4.65 inches, 59.6 cm(~68.4% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~316 ppi density);;Android 4.1 (Jelly Bean);Mediatek MT6589W;Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSDHC;4GB 1GB RAM;;8 MP;LED flash;720p;1 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2100 mAh battery;Black;;About 120 EUR;;;;;;;
https://www.gsmarena.com/qmobile_noir_a500-7409.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-a500.jpg;QMobile Noir A500;Released 2013, July;9.6mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;0;N/A;51,394 hits;"4.5""";480x854 pixels;512 MB RAM;MT6589M;1800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2013, July. Released 2013, July;Discontinued;136 x 67 x 9.6 mm (5.35 x 2.64 x 0.38 in);-;Dual SIM (dual stand-by);TFT, 256K colors;4.5 inches, 55.8 cm(~61.2% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);;Android 4.2 (Jelly Bean);Mediatek MT6589M (28 nm);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSDHC;4GB 512MB RAM;;5 MP;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1800 mAh battery;Black;;About 130 EUR;;;;;;;
