Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;build;net5g;models;displayprotection;cam2features;batstandby1;battalktime1;sar-eu;batmusicplayback1;gprstext;edge;bodyother;displayother
https://www.gsmarena.com/lava_z92-9541.php;https://fdn2.gsmarena.com/vv/bigpic/lava-z92-.jpg;Lava Z92;Released 2019, January;8mm thickness;Android 8.1 Oreo;32GB storage, microSDXC;4;N/A;145,715 hits;"6.22""";720x1520 pixels;3 GB RAM;Helio P22;3260 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 5, 40, 41;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2019, January;Available. Released 2019, January;156.9 x 75.8 x 8 mm (6.18 x 2.98 x 0.31 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.22 inches, 96.6 cm(~81.2% screen-to-body ratio);720 x 1520 pixels, 19:9 ratio (~270 ppi density);Android 8.1 Oreo (Go edition);Mediatek MT6762 Helio P22 (12 nm);Octa-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC (dedicated slot);32GB 3GB RAM;eMMC 5.1;"13 MP, f/2.0, 1/3.1"", 1.12µm, AF";Dual-LED flash, panorama, HDR;1080p@30fps;"8 MP, f/2.0, 1/4"", 1.12µm";;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP;GPS, GLONASS, BDS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 3260 mAh, non-removable;Green;;;;;Corning Gorilla Glass 3;LED flash;;;;;;;;
https://www.gsmarena.com/lava_z81-9390.php;https://fdn2.gsmarena.com/vv/bigpic/lava-z81.jpg;Lava Z81;Released 2018, October;141g, 7.9mm thickness;Android 8.1;16GB/32GB storage, microSDXC;5;N/A;138,698 hits;"5.7""";720x1440 pixels;2/3 GB RAM;Helio A22;3000 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 5, 8, 40, 41;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2018, October;Available. Released 2018, October;152.2 x 73 x 7.9 mm (5.99 x 2.87 x 0.31 in);141 g (4.97 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.7 inches, 83.8 cm(~75.5% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~282 ppi density);Android 8.1 (Oreo);Mediatek MT6761 Helio A22 (12 nm);Quad-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC (dedicated slot);16GB 2GB RAM, 32GB 3GB RAM;eMMC 5.1;13 MP, f/2.2;LED flash, HDR, panorama;1080p@30fps;13 MP, f/2.0;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 3000 mAh, non-removable;Black/Blue, Gold/Black;;;;Z81;Corning Gorilla Glass 3;LED flash;;;;;;;;
https://www.gsmarena.com/lava_z60s-9303.php;https://fdn2.gsmarena.com/vv/bigpic/lava-z60s.jpg;Lava Z60s;Released 2018, August;136g, 8.5mm thickness;Android 8.1 Oreo;16GB storage, microSDXC;1;0.1%;96,635 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6739WW;2500 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 5, 8, 40, 41;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2018, August;Available. Released 2018, August;144.3 x 71.4 x 8.5 mm (5.68 x 2.81 x 0.33 in);136 g (4.80 oz);Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~66.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 8.1 Oreo (Go edition);Mediatek MT6739WW (28 nm);Quad-core 1.5 GHz Cortex-A53;PowerVR GE8100;microSDXC;16GB 1GB RAM;eMMC 5.1;5 MP, f/2.0, AF;LED flash;1080p@30fps;5 MP, f/2.4;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2500 mAh, non-removable;Gold, Black;About 4950 INR;;;Z60s;;LED flash;;;;;;;;
https://www.gsmarena.com/lava_z61-9276.php;https://fdn2.gsmarena.com/vv/bigpic/lava-z61.jpg;Lava Z61;Released 2018, July;139g, 8.7mm thickness;Android 8.0 Oreo - 1 GB RAM model…;16GB storage, microSDHC;7;0.1%;200,969 hits;"5.45""";720x1440 pixels;1/2 GB RAM;MT6739WW;3000 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 5, 40, 41;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2018, July;Available. Released 2018, July;146.5 x 70.2 x 8.7 mm (5.77 x 2.76 x 0.34 in);139 g (4.90 oz);Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD;5.45 inches, 76.7 cm(~74.5% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~295 ppi density);Android 8.0 Oreo (Go edition) - 1 GB RAM modelAndroid 8.1 (Oreo) - 2 GB RAM model;Mediatek MT6739WW (28 nm);Quad-core 1.5 GHz Cortex-A53;PowerVR GE8100;microSDHC;16GB 1GB RAM, 16GB 2GB RAM;eMMC 5.1;"8 MP, f/2.0, 1/5.0"", 1.12µm, AF";LED flash;1080p@30fps;5 MP, f/2.4;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 3000 mAh, removable;Gold, Black;About 5700 INR;;;Z61, Z61_2GB;Corning Gorilla Glass (unspecified version);LED flash;;;;;;;;
https://www.gsmarena.com/lava_z91_(2gb)-9266.php;https://fdn2.gsmarena.com/vv/bigpic/lava-z91.jpg;Lava Z91 (2GB);Released 2018, July;147g, 7.7mm thickness;Android 7.1;16GB storage, microSDXC;3;N/A;82,411 hits;"5.7""";720x1440 pixels;2 GB RAM;MT6739;3000 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 5, 40, 41;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2018, July;Available. Released 2018, July;152 x 72.9 x 7.7 mm (5.98 x 2.87 x 0.30 in);147 g (5.19 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.7 inches, 83.8 cm(~75.7% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~282 ppi density);Android 7.1 (Nougat);Mediatek MT6739 (28 nm);Quad-core 1.3 GHz Cortex-A53;PowerVR GE8100;microSDXC (dedicated slot);16GB 2GB RAM;eMMC 5.1;"13 MP, f/2.0, 1/3.1"", 1.12µm, AF";LED flash;1080p@30fps;8 MP, f/2.2;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 3000 mAh, non-removable;Blue;About 9000 INR;;;;;LED flash;;;;;;;;
https://www.gsmarena.com/lava_z91-9150.php;https://fdn2.gsmarena.com/vv/bigpic/lava-z91.jpg;Lava Z91;Released 2018, March;147g, 7.7mm thickness;Android 7.1;32GB storage, microSDXC;8;0.1%;212,554 hits;"5.7""";720x1440 pixels;3 GB RAM;MT6739;3000 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 5, 40, 41;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2018, March;Available. Released 2018, March;152 x 72.9 x 7.7 mm (5.98 x 2.87 x 0.30 in);147 g (5.19 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.7 inches, 83.8 cm(~75.7% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~282 ppi density);Android 7.1 (Nougat);Mediatek MT6739 (28 nm);Quad-core 1.3 GHz Cortex-A53;PowerVR GE8100;microSDXC (dedicated slot);32GB 3GB RAM;eMMC 5.1;"13 MP, f/2.0, 1/3.1"", 1.12µm, AF";LED flash;1080p@30fps;8 MP, f/2.2;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 3000 mAh, non-removable;Blue;About 10000 INR;;;Z91;;LED flash;;;;;;;;
https://www.gsmarena.com/lava_z50-9137.php;https://fdn2.gsmarena.com/vv/bigpic/lava-z50.jpg;Lava Z50;Released 2018, March;140g, 9.7mm thickness;Android Oreo;8GB storage, microSDXC;4;0.1%;151,751 hits;"4.5""";480x854 pixels;1 GB RAM;MT6737M;2000 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 5, 40, 41;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2018, March;Available. Released 2018, March;135 x 66.6 x 9.7 mm (5.31 x 2.62 x 0.38 in);140 g (4.94 oz);Dual SIM (Micro-SIM, dual stand-by);TN TFT;4.5 inches, 55.8 cm(~62.1% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Android Oreo (Go edition);Mediatek MT6737M (28 nm);Quad-core 1.1 GHz Cortex-A53;Mali-T720MP2;microSDXC;8GB 1GB RAM;eMMC 5.0;5 MP, AF;LED flash, HDR;720p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2000 mAh, removable;Gold, Black;About 4400 INR;;;Z50;Corning Gorilla Glass 1;LED flash;;;;;;;;
https://www.gsmarena.com/lava_z90-8888.php;https://fdn2.gsmarena.com/vv/bigpic/lava-z90.jpg;Lava Z90;Released 2017, September;159g, 8.1mm thickness;Android 7.0;32GB storage, microSDXC;6;0.1%;295,516 hits;"5.2""";720x1280 pixels;3 GB RAM;MT6737;2750 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 5, 40, 41;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, September. Released 2017, September;Discontinued;148.5 x 73.1 x 8.1 mm (5.85 x 2.88 x 0.32 in);159 g (5.61 oz);Hybrid Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.2 inches, 74.5 cm(~68.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~282 ppi density);Android 7.0 (Nougat);Mediatek MT6737 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;microSDXC (uses shared SIM slot);32GB 3GB RAM;eMMC 5.0;8 MP, f/2.0, AF2 MP, (depth);LED flash;1080p@30fps;8 MP, f/2.0;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.0, A2DP;GPS, GLONASS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Ion 2750 mAh, non-removable;Blue, Gold;About 10750 INR;;;Z90;Corning Gorilla Glass 3;LED flash;;;;;;;;
https://www.gsmarena.com/lava_z80-8887.php;https://fdn2.gsmarena.com/vv/bigpic/lava-z80.jpg;Lava Z80;Released 2017, September;136.8g, 8.1mm thickness;Android 7.0;16GB storage, microSDXC;1;N/A;151,653 hits;"5.0""";720x1280 pixels;3 GB RAM;MT6737;2500 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 5, 40, 41;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, September. Released 2017, September;Discontinued;148.5 x 73.1 x 8.1 mm (5.85 x 2.88 x 0.32 in);136.8 g (4.83 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~63.5% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 7.0 (Nougat);Mediatek MT6737 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;microSDXC (uses shared SIM slot);16GB 3GB RAM;eMMC 5.0;8 MP, f/2.0;LED flash;720p@30fps;"5 MP, f/2.0, 1/4"", 1.4µm";;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.0, A2DP;GPS, GLONASS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 2500 mAh, removable;Black;About 9000 INR;;;Z80;;LED flash;;;;;;;;
https://www.gsmarena.com/lava_z60-8881.php;https://fdn2.gsmarena.com/vv/bigpic/lava-z60.jpg;Lava Z60;Released 2017, September;149g, 9.1mm thickness;Android 7.0;16GB storage, microSDXC;3;0.1%;235,494 hits;"5.0""";480x854 pixels;1 GB RAM;MT6737M;2500 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 5, 40, 41;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, September. Released 2017, September;Discontinued;143.6 x 72.3 x 9.1 mm (5.65 x 2.85 x 0.36 in);149 g (5.26 oz);Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~66.4% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 7.0 (Nougat);Mediatek MT6737M (28 nm);Quad-core 1.1 GHz Cortex-A53;Mali-T720MP2;microSDXC;16GB 1GB RAM;eMMC 5.0;5 MP, f/2.0, AF;LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2500 mAh, non-removable;Gold, Black;About 6500 INR;;;Z60;;LED flash;;;;;;;;
https://www.gsmarena.com/lava_a97_2gb+-8792.php;https://fdn2.gsmarena.com/vv/bigpic/lava-a972.jpg;Lava A97 2GB+;Released 2017, June;160g, 9.2mm thickness;Android 7.0;16GB storage, microSDHC;2;N/A;103,354 hits;"5.0""";480x854 pixels;2 GB RAM;Spreadtrum SC9832;2350 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2017, June. Released 2017, June;Discontinued;145 x 72 x 9.2 mm (5.71 x 2.83 x 0.36 in);160 g (5.64 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~66.0% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 7.0 (Nougat);Spreadtrum SC9832;Quad-core 1.3 GHz;Mali-400;microSDHC;16GB 2GB RAM;;8 MP, AF;LED flash, HDR, panorama;720p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;"Stereo FM radio with RDS; recording";microUSB 2.0;Accelerometer, proximity;Li-Ion 2350 mAh, removable;Gold, Silver, Blue;About 7700 INR;;;;;LED flash;;;;;;;;
https://www.gsmarena.com/lava_a44-8728.php;https://fdn2.gsmarena.com/vv/bigpic/lava-a44.jpg;Lava A44;Released 2017, June;141g, 10.1mm thickness;Android 7.0;8GB storage, microSDHC;4;N/A;157,049 hits;"4.0""";480x854 pixels;1 GB RAM;MT6737M;1500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA;2017, June. Released 2017, June;Discontinued;123 x 63.7 x 10.1 mm (4.84 x 2.51 x 0.40 in);141 g (4.97 oz);Dual SIM (Micro-SIM, dual stand-by);TN;4.0 inches, 44.1 cm(~56.3% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~245 ppi density);Android 7.0 (Nougat);Mediatek MT6737M (28 nm);Quad-core 1.1 GHz Cortex-A53;Mali-T720MP1;microSDHC;8GB 1GB RAM;eMMC 5.0;5 MP;LED flash;Yes;2 MP;;Wi-Fi 802.11 b/g/n;2.1;GPS;No;"Stereo FM radio with RDS; recording";microUSB 2.0;Accelerometer, proximity;Li-Ion 1500 mAh, removable;Black;About 5400 INR;;;A44;Scratch-resistant glass;LED;;;;;;;;
https://www.gsmarena.com/lava_a77-8692.php;https://fdn2.gsmarena.com/vv/bigpic/lava-a77.jpg;Lava A77;Released 2017, May;140g, 9.5mm thickness;Android 6.0;8GB storage, microSDHC;1;N/A;143,813 hits;"4.5""";480x854 pixels;1 GB RAM;Spreadtrum SC9832;2000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2017, May. Released 2017, May;Discontinued;135 x 67.2 x 9.5 mm (5.31 x 2.65 x 0.37 in);140 g (4.94 oz);Dual SIM (Micro-SIM, dual stand-by);TN;4.5 inches, 55.8 cm(~61.5% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 6.0 (Marshmallow);Spreadtrum SC9832;Quad-core 1.3 GHz;Mali-400;microSDHC (dedicated slot);8GB 1GB RAM;;5 MP;LED flash, HDR, panorama;Yes;5 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;"Stereo FM radio with RDS; recording";microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, removable;Gold, Silver, Blue;About 6099 INR;;;;;LED flash;;;;;;;;
https://www.gsmarena.com/lava_z25-8625.php;https://fdn2.gsmarena.com/vv/bigpic/lava-z25.jpg;Lava Z25;Released 2017, March;163g, 8.5mm thickness;Android 6.0;32GB storage, microSDXC;22;N/A;356,291 hits;"5.5""";720x1280 pixels;4 GB RAM;MT6750;3020 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA, LTE;2017, March. Released 2017, March;Discontinued;151.5 x 76.4 x 8.5 mm (5.96 x 3.01 x 0.33 in);163 g (5.75 oz);Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~72.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 6.0 (Marshmallow);Mediatek MT6750 (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC (uses shared SIM slot);32GB 4GB RAM;eMMC 5.1;"13 MP, f/2.0, 1/3.1"", 1.12µm, PDAF";Dual-LED flash;1080p@30fps;8 MP, f/2.0;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Ion 3020 mAh, non-removable;Champagne Gold, Gray;About 250 EUR;;;;;LED flash;;;;;;;;
https://www.gsmarena.com/lava_z10-8624.php;https://fdn2.gsmarena.com/vv/bigpic/lava-z10-.jpg;Lava Z10;Released 2017, March;148g, 8.4mm thickness;Android 6.0;16GB storage, microSDXC;10;N/A;192,550 hits;"5.0""";720x1280 pixels;2/3 GB RAM;MT6737;2620 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA, LTE;2017, March. Released 2017, March;Discontinued;143.2 x 71 x 8.4 mm (5.64 x 2.80 x 0.33 in);148 g (5.22 oz);Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~67.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);Mediatek MT6737 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;microSDXC (uses shared SIM slot);16GB 2GB RAM, 16GB 3GB RAM;eMMC 5.0;"8 MP, f/2.0, 1/3.2"", 1.4µm, AF";LED flash, panorama;720p@30fps;"5 MP, 1/4"", 1.4µm";;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Ion 2620 mAh, non-removable;Gold, Black/White;About 160 EUR;;;;;LED flash;;;;;;;;
https://www.gsmarena.com/lava_x28_plus-8611.php;https://fdn2.gsmarena.com/vv/bigpic/lava-x28-plus.jpg;Lava X28 Plus;Released 2017, February;175g, 9mm thickness;Android 6.0;8GB storage, microSDHC;3;N/A;107,153 hits;"5.5""";720x1280 pixels;1 GB RAM;;2600 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA, LTE;2017, February. Released 2017, February;Discontinued;155 x 78 x 9 mm (6.10 x 3.07 x 0.35 in);175 g (6.17 oz);Dual SIM;IPS LCD;5.5 inches, 83.4 cm(~69.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 6.0 (Marshmallow);;Quad-core 1.3 GHz;;microSDHC;8GB 1GB RAM;;8 MP, AF;LED flash, panorama;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2600 mAh, removable;Black/Gold;;;;;;LED flash;;;;;;;;
https://www.gsmarena.com/lava_a73-8560.php;https://fdn2.gsmarena.com/vv/bigpic/lava-a73n.jpg;Lava A73;Released 2017, February;9.3mm thickness;Android 6.0;8GB storage, microSDHC;0;N/A;130,350 hits;"5.0""";480x854 pixels;1 GB RAM;;2000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA, LTE;2017, February. Released 2017, February;Discontinued;145.5 x 72.8 x 9.3 mm (5.73 x 2.87 x 0.37 in);-;Dual SIM;TN;5.0 inches, 68.9 cm(~65.0% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 6.0 (Marshmallow);;Quad-core 1.2 GHz;;microSDHC;8GB 1GB RAM;;5 MP;LED flash;720p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 2000 mAh, removable;Dark Gray;;;;;;LED flash;;;;;;;;
https://www.gsmarena.com/lava_x19-8510.php;https://fdn2.gsmarena.com/vv/bigpic/lava-x19.jpg;Lava X19;Released 2016, December;8.9mm thickness;Android 6.0;8GB storage, microSD;0;N/A;126,667 hits;"5.0""";720x1280 pixels;2 GB RAM;;2200 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA;2016, December. Released 2016, December;Discontinued;145.5 x 72.6 x 8.9 mm (5.73 x 2.86 x 0.35 in);-;Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~65.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);;Quad-core 1.3 GHz;;microSD;8GB 2GB RAM;;8 MP, AF;LED flash, panorama;Yes;5 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 2200 mAh, removable;White/Gold, Gray;;;;;;LED flash;;;;;;;;
https://www.gsmarena.com/lava_a55-8448.php;https://fdn2.gsmarena.com/vv/bigpic/lava-a55.jpg;Lava A55;Released 2016, November;9.7mm thickness;Android 6.0;8GB storage, microSDHC;1;N/A;101,749 hits;"4.0""";480x800 pixels;1 GB RAM;;1550 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA;2016, November. Released 2016, November;Discontinued;123 x 63.4 x 9.7 mm (4.84 x 2.50 x 0.38 in);-;Dual SIM;TFT;4.0 inches, 45.5 cm(~58.4% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 6.0 (Marshmallow);;Quad-core 1.2 GHz;;microSDHC;8GB 1GB RAM;;5 MP;LED flash, panorama;Yes;VGA;;Wi-Fi 802.11 b/g/n;2.1, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1550 mAh, removable;Black + Silver;;;;;;;Up to 388 h;Up to 9 h;;;;;;
https://www.gsmarena.com/lava_a50-8447.php;https://fdn2.gsmarena.com/vv/bigpic/lava-a50.jpg;Lava A50;Released 2016, November;9.7mm thickness;Android 6.0;8GB storage, microSDHC;0;N/A;84,313 hits;"4.0""";480x800 pixels;512 MB RAM;;1550 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA;2016, November. Released 2016, November;Discontinued;123 x 63.4 x 9.7 mm (4.84 x 2.50 x 0.38 in);-;Dual SIM;TFT;4.0 inches, 45.5 cm(~58.4% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 6.0 (Marshmallow);;Quad-core 1.2 GHz;;microSDHC;8GB 512MB RAM;;5 MP;LED flash, panorama;Yes;VGA;;Wi-Fi 802.11 b/g/n;2.1, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1550 mAh, removable;Black + Silver;;;;;;;Up to 388 h;Up to 9 h;;;;;;
https://www.gsmarena.com/lava_x50_plus-8443.php;https://fdn2.gsmarena.com/vv/bigpic/lavax50-plus.jpg;Lava X50 Plus;Released 2016, November;158g, 8.9mm thickness;Android 5.1, up to 6.0;32GB storage, microSDHC;2;N/A;153,415 hits;"5.5""";720x1280 pixels;2 GB RAM;;2800 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, November. Released 2016, November;Discontinued;155 x 71.8 x 8.9 mm (6.10 x 2.83 x 0.35 in);158 g (5.57 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~74.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow);;Quad-core;;microSDHC;32GB 2GB RAM;;8 MP, AF;LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2800 mAh, removable;Blue;;;;;;LED flash;;;;;;;;
