Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;net5g;bodyother;displayprotection;memoryother;cam2features;optionalother;sar-eu;tbench;batstandby1;battalktime1;featuresother;gprstext;edge;displayother
https://www.gsmarena.com/sharp_aquos_s3_high-9233.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-aquos-s3-1.jpg;Sharp Aquos S3 High;Released 2018, July;167.4g, 8mm thickness;Android 8.0;64GB storage, microSDXC;24;0.1%;195,437 hits;"6.0""";1080x2160 pixels;8 GB RAM;Snapdragon 660;3200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 4, 5, 7, 8, 12, 17, 28, 34, 38, 39, 40, 41;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2018, June;Available. Released 2018, July;148.2 x 74.2 x 8 mm (5.83 x 2.92 x 0.31 in);167.4 g (5.93 oz);;Hybrid Dual SIM (Nano-SIM, dual stand-by);IGZO IPS LCD;6.0 inches, 92.9 cm(~84.5% screen-to-body ratio);1080 x 2160 pixels, 18:9 ratio (~402 ppi density);Android 8.0 (Oreo);Qualcomm SDM660 Snapdragon 660 (14 nm);Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver);Adreno 512;microSDXC (uses shared SIM slot);64GB 8GB RAM;"12 MP, f/1.8, 1/2.55"", 1.4µm, dual pixel PDAF13 MP, 2x optical zoom";Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;"16 MP, f/2.0, (wide), 1/3.06"", 1.0µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS;Yes;No;USB Type-C 2.0, OTG;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3200 mAh, non-removable;Black, Gold;;About 400 EUR;;;;eMMC 5.1;;;;;;;;;;
https://www.gsmarena.com/sharp_aquos_r2-9193.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-aquos-r2.jpg;Sharp Aquos R2;Released 2018, May;181g, 9mm thickness;Android 8.0, up to Android 10;64GB storage, microSDXC;61;2.2%;993,276 hits;"6.0""";1440x3040 pixels;4 GB RAM;Snapdragon 845;3130 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 8, 11, 12, 17, 19, 26, 28, 41, 42;HSPA, LTE;2018, May;Available. Released 2018, May;156 x 74 x 9 mm (6.14 x 2.91 x 0.35 in);181 g (6.38 oz);;Hybrid Dual SIM (Nano-SIM, dual stand-by);IGZO IPS LCD;6.0 inches, 89.9 cm(~77.8% screen-to-body ratio);1440 x 3040 pixels, 19:9 ratio (~561 ppi density);Android 8.0 (Oreo), upgradable to Android 10;Qualcomm SDM845 Snapdragon 845 (10 nm);Octa-core (4x2.6 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver);Adreno 630;microSDXC (uses shared SIM slot);64GB 4GB RAM;22.6 MP, PDAF16.3 MP, PDAF (for video recording only);LED flash, HDR, panorama;4K@30fps (dedicated video camera);16.3 MP;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS;Yes;No;USB Type-C 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3130 mAh, non-removable;Black, White;706SH, SHV42;About 350 EUR;;IPX5/IPX8/IP6X;;;;;;;;;;;;
https://www.gsmarena.com/sharp_aquos_s3-9138.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-aquos-s3-1.jpg;Sharp Aquos S3;Released 2018, April;165.4g, 8mm thickness;Android 8.0;64GB storage, microSDXC;30;0.2%;361,977 hits;"6.0""";1080x2160 pixels;6 GB RAM;Snapdragon 630;3200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 4, 5, 7, 8, 12, 17, 28, 34, 38, 39, 40, 41;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2018, March;Available. Released 2018, April;148.2 x 74.2 x 8 mm (5.83 x 2.92 x 0.31 in);165.4 g (5.82 oz);;Hybrid Dual SIM (Nano-SIM, dual stand-by);IGZO IPS LCD;6.0 inches, 92.9 cm(~84.5% screen-to-body ratio);1080 x 2160 pixels, 18:9 ratio (~402 ppi density);Android 8.0 (Oreo);Qualcomm SDM630 Snapdragon 630 (14 nm);Octa-core 2.2 GHz Cortex-A53;Adreno 508;microSDXC (uses shared SIM slot);64GB 6GB RAM;"12 MP, f/1.8, 1/2.55"", 1.4µm, dual pixel PDAF13 MP, 2x optical zoom";Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;"16 MP, f/2.0, (wide), 1/3.06"", 1.0µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS;Yes;No;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3200 mAh, non-removable;Black,Blue, Gold;FS8032;About 400 EUR;;;;;;;;;;;;;;
https://www.gsmarena.com/sharp_aquos_s3_mini-8822.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-aquos-s3-mini.jpg;Sharp Aquos S3 mini;Released 2018, March;140g, 7.8mm thickness;Android 7.1.1;64GB storage, microSDXC;85;0.1%;495,068 hits;"5.5""";1080x2040 pixels;6 GB RAM;Snapdragon 630;3020 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 8, 11, 12, 17, 19, 26, 28, 41, 42;HSPA, LTE;2018, March;Available. Released 2018, March;142.7 x 73 x 7.8 mm (5.62 x 2.87 x 0.31 in);140 g (4.94 oz);Glass front, glass back, aluminum frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);IGZO IPS LCD;5.5 inches, 80.7 cm(~77.5% screen-to-body ratio);1080 x 2040 pixels, 17:9 ratio (~420 ppi density);Android 7.1.1 (Nougat);Qualcomm SDM630 Snapdragon 630 (14 nm);Octa-core 2.2 GHz Cortex-A53;Adreno 508;microSDXC (uses shared SIM slot);64GB 6GB RAM;16 MP, f/2.0, PDAF;LED flash, HDR, panorama;1080p@30fps;"20 MP, f/2.0, (wide), 1/3"", 0.9µm";1080p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS;No;No;USB Type-C 2.0, OTG;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3020 mAh, non-removable;Black,Blue, Gold;;About 250 EUR;;;;;;;;;;;;;;
https://www.gsmarena.com/sharp_pi-9060.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-pi.jpg;Sharp Pi;Released 2018, March;;Android 7.0;16GB storage, microSDXC;4;0.1%;166,017 hits;"5.2""";720x1280 pixels;2 GB RAM;MT6737M;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2018, February;Available. Released 2018, March;-;-;;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.2 inches, 74.5 cm;720 x 1280 pixels, 16:9 ratio (~282 ppi density);Android 7.0 (Nougat);Mediatek MT6737M (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720;microSDXC;16GB 2GB RAM;13 MP, f/2.2, AF2 MP, (depth);LED flash, panorama, HDR;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (front-mounted), accelerometer, proximity;Li-Ion 3000 mAh battery;White/Gold, black;;About 110 EUR;;;Scratch-resistant glass;eMMC 5.0;;;;;;;;;;
https://www.gsmarena.com/sharp_r1s-9059.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-r1s1.jpg;Sharp R1S;Released 2018, March;;Android 7.0;32GB storage, microSDXC;9;0.1%;190,065 hits;"5.5""";720x1280 pixels;3 GB RAM;MT6750;5000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 40;HSPA, LTE;2018, February;Available. Released 2018, March;-;-;;Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm;720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 7.0 (Nougat);Mediatek MT6750 (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC (uses shared SIM slot);32GB 3GB RAM;13 MP, f/2.0, AF5 MP, f/2.4, (depth);Dual-LED dual-tone flash, panorama, HDR;1080p@30fps;5 MP, f/2.4;;Wi-Fi 802.11 b/g/n;4.2, A2DP, LE;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (front-mounted), accelerometer, proximity;Li-Ion 5000 mAh, non-removable;Black;FS8028, FS8014;About 170 EUR;;;;eMMC 5.1;;;;;;;;;;
https://www.gsmarena.com/sharp_aquos_s2-8797.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-aquos-s2.jpg;Sharp Aquos S2;Released 2017, August;140g, 7.9mm thickness;Android 7.1.1;64GB/128GB storage, microSDXC;117;0.1%;922,871 hits;"5.5""";1080x2040 pixels;4/6 GB RAM;Snapdragon 630;3020 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 4, 5, 7, 8, 12, 28, 39, 40, 41;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2017, August;Available. Released 2017, August;141.8 x 72 x 7.9 mm (5.58 x 2.83 x 0.31 in);140 g (4.94 oz);Glass front (Gorilla Glass), glass back, aluminum frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.5 inches, 80.7 cm(~79.0% screen-to-body ratio);1080 x 2040 pixels, 17:9 ratio (~420 ppi density);Android 7.1.1 (Nougat);Qualcomm SDM630 Snapdragon 630 (14 nm) - 64/4GBQualcomm SDM660 Snapdragon 660 (14 nm) - 128/6GB;Octa-core (4x2.2 GHz Cortex-A53 & 4x1.8 GHz Cortex A53) - 64/4GBOcta-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver) - 128/6GB;Adreno 508 - 64/4GBAdreno 512 - 128/6GB;microSDXC (uses shared SIM slot);64GB 4GB RAM, 128GB 6GB RAM;"12 MP, f/1.8, 1/2.55"", 1/3.2"", 1.4µm, dual pixel PDAF8 MP";Dual-LED dual-tone flash, panorama, HDR;1080p@30fps;"8 MP, f/2.0, 1/3.2"", 1.4µm";;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, BDS;Yes;No;USB Type-C, OTG;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Po 3020 mAh, non-removable;White, Black, Blue, Green;FS8010;About 450 EUR;;;Corning Gorilla Glass (unspecified version);eMMC 5.1;;;;GeekBench: 4046 (v4.4)GFXBench: 5.6fps (ES 3.1 onscreen);;;;;;
https://www.gsmarena.com/sharp_z3-8787.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-z3.jpg;Sharp Z3;Released 2017, April;185g, 7.8mm thickness;Android 7.0;64GB storage, microSDXC;16;N/A;188,446 hits;"5.7""";1440x2560 pixels;4 GB RAM;Snapdragon 652;3100 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 28, 38, 39, 40, 41;HSPA, LTE;2017, April;Available. Released 2017, April;157 x 78.5 x 7.8 mm (6.18 x 3.09 x 0.31 in);185 g (6.53 oz);;Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.7 inches, 89.6 cm(~72.7% screen-to-body ratio);1440 x 2560 pixels, 16:9 ratio (~515 ppi density);Android 7.0 (Nougat);Qualcomm MSM8976 Snapdragon 652 (28 nm);Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53);Adreno 510;microSDXC (uses shared SIM slot);64GB 4GB RAM;16 MP, f/2.0, PDAF, OIS;Dual-LED flash, panorama, HDR;1080p@30fps;13 MP, f/1.8, PDAF;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3100 mAh, non-removable;Champagne Gold;Z3, FS8009;About 380 EUR;;;Corning Gorilla Glass (unspecified version);eMMC 5.1;;24-bit/192kHz audio;;;;;;;;
https://www.gsmarena.com/sharp_z2-8410.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-z2.jpg;Sharp Z2;Released 2016, October;160g, 8.4mm thickness;Android 6.0;32GB storage, microSDXC;22;0.1%;396,983 hits;"5.5""";1080x1920 pixels;4 GB RAM;Helio X20;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;LTE (unspecified);HSPA, LTE;2016, October. Released 2016, October;Discontinued;153 x 76 x 8.4 mm (6.02 x 2.99 x 0.33 in);160 g (5.64 oz);;Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~71.7% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 6.0 (Marshmallow);Mediatek MT6797 Helio X20 (20 nm);Deca-core (2x2.3GHz Cortex-A72, 4x2.0GHz Cortex-A53, 4x1.4GHz Cortex-A53);Mali-T880 MP4;microSDXC (uses shared SIM slot);32GB 4GB RAM;16 MP, PDAF;LED flash, panorama, HDR;1080p@30fps;8 MP;;Wi-Fi 802.11 a/b/g/n;4.1, A2DP, LE;GPS, GLONASS;No;FM radio;USB Type-C;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3000 mAh, non-removable;Silver, Gold;FS8002;About 330 EUR;;;Corning Gorilla Glass (unspecified version);;;;;;;;;;;
https://www.gsmarena.com/sharp_ms1-8409.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-ms1.jpg;Sharp MS1;Released 2016, October;151g, 7.6mm thickness;Android 6.0;64GB storage, microSDXC;11;0.1%;289,597 hits;"5.5""";1080x1920 pixels;3 GB RAM;MT6753;2600 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;LTE (unspecified);HSPA, LTE;2016, October. Released 2016, October;Discontinued;155 x 76.9 x 7.6 mm (6.10 x 3.03 x 0.30 in);151 g (5.33 oz);;Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~70.0% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 6.0 (Marshmallow);Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720MP3;microSDXC (uses shared SIM slot);64GB 3GB RAM;13 MP, AF;LED flash, panorama, HDR;1080p@30fps;13 MP;;Wi-Fi 802.11 a/b/g/n;4.1, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2600 mAh, non-removable;Hanayome White, Pure Pink;FS8001;About 240 EUR;;;Corning Gorilla Glass (unspecified version);;;;;;;;;;;
